genes,descriptions,num_populations,is_shared,EAS,EUR,AFR,SAS,AMR
ZNF175,zinc finger protein 175,5,Yes,7.099335337,9.372789389,9.145474467,11.7350149,9.622966132
HLA-U,,5,Yes,10.2599506,11.06334281,10.82318627,11.66704005,11.56961521
LOC105373346,uncharacterized LOC105373346,5,Yes,11.06611427,11.46289079,10.92149484,10.90168945,10.289538
LOC124906653,,5,Yes,11.13676509,10.87891435,10.99722382,10.5875193,11.00281335
SSH2,slingshot protein phosphatase 2,5,Yes,6.158439995,10.96431247,8.197220017,11.08014641,9.982702903
LINC01115,long intergenic non-protein coding RNA 1115,5,Yes,10.42251657,10.71673041,8.536759711,10.99367868,9.049518595
IGK,immunoglobulin kappa locus,5,Yes,7.546332614,10.97921131,6.256592407,5.366723559,5.938491245
ANKLE2,ankyrin repeat and LEM domain containing 2,5,Yes,8.616934571,10.77561168,9.917426545,10.00883402,9.548787635
ATP10A,ATPase phospholipid transporting 10A (putative),5,Yes,10.44772662,9.819563858,10.74463648,10.37230985,10.53270963
HLA-K,,5,Yes,9.575854042,10.44352042,9.963487847,10.66057746,10.26862124
SOD2,superoxide dismutase 2,5,Yes,10.43853052,10.61047086,10.20737088,10.60145747,10.2015802
PRKCA,protein kinase C alpha,5,Yes,8.574713807,10.16398808,8.045383451,10.45811238,9.259692392
MTCO3P1,,5,Yes,5.912078992,7.048246098,9.521111584,10.1975146,10.42020007
ILRUN,inflammation and lipid regulator with UBA-like and NBR1-like domains,5,Yes,10.34473622,10.20650868,9.335718367,9.774931876,7.184820811
SDK1,sidekick cell adhesion molecule 1,5,Yes,9.691744089,10.29560294,9.166922193,10.15683161,8.77666737
KIR3DL1,killer cell immunoglobulin like receptor%2C three Ig domains and long cytoplasmic tail 1,5,Yes,5.884219192,5.170954047,5.117888238,10.24544052,8.447035077
PIEZO1,piezo type mechanosensitive ion channel component 1 (Er blood group),5,Yes,8.658808225,8.449111558,10.22738413,9.607612288,8.419867746
LOC124907536,protein FAM104B-like,5,Yes,7.972165614,10.13434824,3.454229235,5.993073848,9.27846325
SSU72L5,SSU72 like 5,5,Yes,9.168729962,9.993354835,10.09928783,7.111794281,8.941529115
CALN1,calneuron 1,5,Yes,9.219741075,8.587360457,9.630803045,9.97867172,8.283792582
IGH,immunoglobulin heavy locus,5,Yes,7.725186418,9.934352466,8.083381743,7.611561177,7.407468362
LINC02571,long intergenic non-protein coding RNA 2571,5,Yes,9.275855865,8.778425669,9.400334933,9.801430894,9.159625397
HCG4P4,,5,Yes,7.350273,8.471383683,9.046451865,9.256148679,9.737758211
KIR2DS4,killer cell immunoglobulin like receptor%2C two Ig domains and short cytoplasmic tail 4,5,Yes,7.184669913,3.91933533,6.414237114,9.733133977,9.16980203
HLA-A,major histocompatibility complex%2C class I%2C A,5,Yes,7.976115008,9.015823734,9.278544715,9.586443619,9.382691299
PCBP3,poly(rC) binding protein 3,5,Yes,9.198097428,6.916571548,9.571024845,9.541751153,9.189648895
AHNAK2,AHNAK nucleoprotein 2,5,Yes,6.745733109,8.084507037,8.104018112,8.867737468,9.457285333
PTPRN2,protein tyrosine phosphatase receptor type N2,5,Yes,8.974762529,7.828417329,9.299070457,8.946433282,9.422892667
MICA-AS1,MICA antisense RNA 1,5,Yes,8.189824528,8.549316843,8.053578761,9.192761811,7.399812737
LOC105375228,uncharacterized LOC105375228,5,Yes,9.156816067,7.053593984,7.683121936,6.9440532,7.866785231
UCKL1,uridine-cytidine kinase 1 like 1,5,Yes,9.143920792,8.727754358,9.031480762,7.189385297,8.452252473
COL4A1,collagen type IV alpha 1 chain,5,Yes,9.138260521,8.344855002,9.140614635,6.741441592,8.68305489
USP8P1,,5,Yes,8.866313005,8.715642088,8.612736099,9.132530834,8.499496556
RPL3P2,,5,Yes,8.96630262,7.592592282,8.840015615,8.983297932,9.094319766
LMF1,lipase maturation factor 1,5,Yes,6.569063789,5.513470198,8.061013856,9.070495443,8.529875824
LOC101060145,,5,Yes,8.551886682,9.054697038,8.343916626,6.594708227,7.715327092
MUC22,mucin 22,5,Yes,7.250584971,8.981729521,8.72703266,9.005751154,8.408141461
SPIRE2,spire type actin nucleation factor 2,5,Yes,8.972804777,8.834866601,8.799392003,8.919796046,8.498076353
SGCZ,sarcoglycan zeta,5,Yes,8.924716893,7.952312297,8.527179104,7.353175894,7.704997918
OR7M1P,,5,Yes,8.842598141,8.904121494,8.53257962,8.33593495,8.052904227
DSCAM,DS cell adhesion molecule,5,Yes,6.471964924,8.113737579,8.233198848,8.840250495,8.394700137
ZDHHC20P2,,5,Yes,6.190899012,7.75592286,7.752065417,8.698594036,7.942190316
HCP5B,HLA complex P5B,5,Yes,7.606758298,8.692127489,8.01144243,5.717917113,7.766137683
LOC442132,,5,Yes,8.666965944,6.246524065,7.23847738,8.619415529,7.616482083
CAMKK1,calcium/calmodulin dependent protein kinase kinase 1,5,Yes,8.648524901,7.299351861,8.515098269,7.028657313,8.029757448
SLC38A10,solute carrier family 38 member 10,5,Yes,8.574982786,3.008445941,7.879093997,6.105327911,8.104777463
HLA-W,,5,Yes,8.206305046,7.025242025,8.241329305,7.944276442,8.50073656
CYP21A2,cytochrome P450 family 21 subfamily A member 2,5,Yes,5.697778374,8.485032249,6.746108101,7.785128603,7.399664797
CCDC6,coiled-coil domain containing 6,5,Yes,7.449882861,8.184390652,6.509707432,8.4240453,6.115353751
LOC105370733,uncharacterized LOC105370733,5,Yes,7.399585802,6.954024293,7.07721386,8.341972578,7.204564642
RNU6-283P,,5,Yes,7.998313323,7.853029638,7.855179757,8.317704073,7.954611722
CIP2A,cellular inhibitor of PP2A,5,Yes,8.245505769,4.509765768,7.844305173,7.461421527,7.316854917
LOC124901300,uncharacterized LOC124901300,5,Yes,7.141127776,7.314075909,6.922624077,8.236822744,6.273639652
GXYLT1P6,,5,Yes,8.128364309,3.189778629,6.888525264,5.658917178,7.122399898
FGFR3P1,,5,Yes,7.227305531,7.435563364,7.453357562,8.092320797,7.450615634
MICA,MHC class I polypeptide-related sequence A,5,Yes,7.979643691,7.891576202,7.891307728,7.358167204,6.141267942
FAM66A,family with sequence similarity 66 member A,5,Yes,5.018792511,6.594277387,5.255920249,7.928962016,6.003306419
ETFB,electron transfer flavoprotein subunit beta,5,Yes,7.87564818,6.237794106,6.750285633,7.310533656,7.026849947
HLA-DPB1,major histocompatibility complex%2C class II%2C DP beta 1,5,Yes,7.852090866,6.277920368,7.38917327,7.287493143,7.830279217
HCG4,HLA complex group 4,5,Yes,7.849941029,7.804667879,7.148028481,4.518613262,7.116175678
GAS6-AS1,GAS6 antisense RNA 1,5,Yes,7.845228506,7.38906752,7.694798494,6.341710023,6.141980561
HCG4P7,,5,Yes,7.095146257,7.80627493,6.825879029,5.66303832,6.743976503
HCG4B,HLA complex group 4B,5,Yes,7.357138588,7.74341064,7.453899648,7.658490005,7.545829201
EXD3,exonuclease 3'-5' domain containing 3,5,Yes,5.829252872,7.733303608,6.722117375,7.40981904,6.227511132
LOC101930028,uncharacterized LOC101930028,5,Yes,7.683953173,6.599802889,7.541134553,6.721250999,6.899489683
FAM149A,family with sequence similarity 149 member A,5,Yes,7.310242314,7.139754374,7.010598785,6.677399956,7.643807194
DLC1,DLC1 Rho GTPase activating protein,5,Yes,7.100082656,6.676826182,7.015329246,7.606701579,7.023983295
RPH3AL,rabphilin 3A like (without C2 domains),5,Yes,7.030481421,7.604354881,5.582969522,6.179165125,6.743078619
HLA-T,,5,Yes,7.274058047,7.603774473,6.611755637,4.659582982,6.430178785
HLA-S,,5,Yes,5.437657371,6.914238163,6.827547608,7.564653123,7.069884486
ART1,ADP-ribosyltransferase 1,5,Yes,7.553062486,5.692605821,6.525087982,7.281647409,6.472307493
HLA-H,,5,Yes,7.082702607,7.51654518,6.923882942,6.352759182,6.978048548
PAK2,p21 (RAC1) activated kinase 2,5,Yes,5.548734956,7.5099249,5.472605407,7.039009938,6.475988836
MICF,,5,Yes,4.193349066,7.504669802,5.618756514,6.722636445,5.926296786
TSBP1-AS1,TSBP1 and BTNL2 antisense RNA 1,5,Yes,7.50010235,6.979418176,7.085012166,7.029778121,7.324153849
LOC102725019,uncharacterized LOC102725019,5,Yes,7.264418337,6.275660586,7.052503496,5.154666276,7.439632634
DPEP1,dipeptidase 1,5,Yes,6.099179232,7.42868668,7.013242055,7.420620748,7.215570747
BRF1,BRF1 RNA polymerase III transcription initiation factor subunit,5,Yes,7.394796548,6.58542859,7.256713426,6.918256933,6.165720497
LOC353009,,5,Yes,6.711934746,7.392410349,6.847720252,6.062774575,6.812932851
LRRK1,leucine rich repeat kinase 1,5,Yes,7.366754963,6.886273406,7.137281461,6.568291741,6.88433305
LOC105375010,uncharacterized LOC105375010,5,Yes,3.981038379,7.362872887,5.50043664,6.560037117,5.49107528
TOLLIP,toll interacting protein,5,Yes,6.660517545,5.34489739,7.328234688,7.244914584,6.930405067
ZNF140,zinc finger protein 140,5,Yes,7.319713671,7.148385451,6.69199596,5.181726466,6.482923492
LINC01508,long intergenic non-protein coding RNA 1508,5,Yes,7.188090251,4.94927665,6.988992804,7.304757731,6.925421589
LOC105375021,uncharacterized LOC105375021,5,Yes,7.041920283,7.07477877,6.513238047,6.276963252,7.286005788
OR2T1,olfactory receptor family 2 subfamily T member 1,5,Yes,7.136081779,7.284294817,6.843616566,7.147396562,7.10379407
HLA-DQA2,major histocompatibility complex%2C class II%2C DQ alpha 2,5,Yes,6.623388055,6.731935194,6.383436234,7.277152193,6.799637838
HLA-P,,5,Yes,7.272190983,7.269047396,6.578110792,4.264378811,6.850391449
MICD,HLA complex group 9,5,Yes,5.95912654,6.010996157,6.917267435,7.268319199,7.054255972
LOC105371430,uncharacterized LOC105371430,5,Yes,7.052713113,7.263096489,7.061462924,6.983769305,6.82390613
DHFRP2,,5,Yes,6.639716476,5.911012346,6.69533775,7.194041851,6.605976033
LOC124906560,uncharacterized LOC124906560,5,Yes,7.086729597,6.554230256,6.75024723,7.055873789,7.003133438
FAM182B,family with sequence similarity 182 member B,5,Yes,5.867989284,5.397866343,6.487465182,5.62683632,6.991888488
GOLGA8A,golgin A8 family member A,5,Yes,5.186900605,6.943903691,4.964787357,5.056119552,4.187821069
ZNF516,zinc finger protein 516,5,Yes,6.365186032,6.935783132,6.674766187,6.478047687,6.451507424
YBEY,ybeY metalloendoribonuclease,5,Yes,6.17041813,5.724418238,6.678649201,6.06474511,6.885075151
MICB-DT,MICB divergent transcript,5,Yes,6.525883924,6.870748022,6.207334425,6.600900171,6.290380463
CNTN6,contactin 6,5,Yes,6.698798721,6.862968348,6.368234063,5.472963638,6.685069797
HLA-DPB2,,5,Yes,4.151156914,5.375772795,4.960033789,6.365569915,6.78706262
GOLGA8B,golgin A8 family member B,5,Yes,5.629938664,6.769943729,5.50026342,5.380323067,5.351326168
LINC01237,long intergenic non-protein coding RNA 1237,5,Yes,6.41503309,5.601337619,6.763854756,4.289193995,6.062066882
TERT,telomerase reverse transcriptase,5,Yes,6.46242275,4.110164658,6.759872495,5.306432811,6.282880644
RNF213,ring finger protein 213,5,Yes,6.385321254,6.753996463,6.272508193,6.044928334,4.875402686
HCG4P9,,5,Yes,6.746757261,6.618842948,6.123386573,3.330917949,6.057959144
GRAMD4,GRAM domain containing 4,5,Yes,6.741727567,6.614308563,5.742914037,6.172514666,6.069982348
RSU1P2,,5,Yes,6.38160098,5.457137234,6.16457801,6.738431503,6.338056447
SPACA7,sperm acrosome associated 7,5,Yes,6.266330113,6.581621629,6.613305512,6.26953155,6.728472733
HCG27,HLA complex group 27,5,Yes,5.87522045,4.413958501,5.314383029,6.711162342,5.999599408
OR7E163P,,5,Yes,6.700873763,5.859732712,5.374176495,5.730199717,5.870363498
SNX25,sorting nexin 25,5,Yes,5.421490444,6.643158645,6.03143059,5.674064839,6.517790409
IGL,immunoglobulin lambda locus,5,Yes,6.362852356,6.477779301,6.566229898,6.114998434,6.131664928
FAM20C,FAM20C golgi associated secretory pathway kinase,5,Yes,6.565762779,5.745003967,6.288974983,3.76923069,5.348309488
PSORS1C3,psoriasis susceptibility 1 candidate 3,5,Yes,5.346628169,3.559214832,4.76096783,6.525545146,5.807257414
PDCD6-AHRR,PDCD6-AHRR readthrough (NMD candidate),5,Yes,6.509898883,5.296045224,6.344876182,6.446446159,6.271837367
KHDRBS2,KH RNA binding domain containing%2C signal transduction associated 2,5,Yes,6.067474491,6.508171079,5.989633737,5.772085882,5.869833097
RASA3,RAS p21 protein activator 3,5,Yes,5.409547306,6.322910431,4.429454375,6.093130727,6.504094609
SSU72L2,SSU72 like 2,5,Yes,5.609868176,6.468130736,6.08227198,5.344124119,5.491582832
HLA-V,,5,Yes,6.467833495,6.421883756,5.726897002,3.231881742,5.925721351
ZNF124,zinc finger protein 124,5,Yes,6.319768816,5.562536512,6.431458018,6.443061162,6.349322074
OR2T7,olfactory receptor family 2 subfamily T member 7,5,Yes,6.36667776,5.40144539,6.443015475,5.526277616,5.447416139
LHPP,phospholysine phosphohistidine inorganic pyrophosphate phosphatase,5,Yes,5.42438728,6.273220963,6.249879259,5.996645131,6.43547022
HLA-G,major histocompatibility complex%2C class I%2C G,5,Yes,6.395196427,5.110614667,6.115535488,3.797737641,5.650357918
LILRB3,leukocyte immunoglobulin like receptor B3,5,Yes,6.275831439,6.358242241,6.171287925,5.386128738,6.38240118
GOLGA3,golgin A3,5,Yes,5.800238148,6.376236788,5.679106699,6.192998825,5.157310714
ADGRE4P,,5,Yes,6.289367418,6.367324833,3.505400061,3.309098832,2.838546959
ATP11A,ATPase phospholipid transporting 11A,5,Yes,4.878819838,6.357634838,5.154604896,5.038062322,4.487120553
FAM230C,family with sequence similarity 230 member C,5,Yes,6.304903755,5.100777712,5.703922562,6.277524789,5.720350075
ZSCAN5B,zinc finger and SCAN domain containing 5B,5,Yes,6.292734046,5.634786163,5.797319331,5.813414694,5.659433528
OR3A2,olfactory receptor family 3 subfamily A member 2,5,Yes,5.988360751,5.862180782,6.28721506,5.815954702,5.818211072
ZNF600,zinc finger protein 600,5,Yes,6.175795711,6.282756303,5.525934197,4.671457244,5.248923703
LOC729732,uncharacterized LOC729732,5,Yes,6.28236006,5.464318068,5.657185621,5.288065793,5.080713602
GRTP1,growth hormone regulated TBC protein 1,5,Yes,6.161274906,4.865750244,6.260796769,5.439393503,4.355165481
LMLN,leishmanolysin like peptidase,5,Yes,6.239283112,4.553489009,5.503773988,4.427875032,4.111588387
APBA1,amyloid beta precursor protein binding family A member 1,5,Yes,5.48660466,4.965239954,6.23459638,5.608033442,5.565121444
LOC283683,uncharacterized LOC283683,5,Yes,6.210480773,5.998008571,6.233233087,6.164547876,5.675882267
RASGEF1C,RasGEF domain family member 1C,5,Yes,5.715383873,6.184667936,5.400280707,5.710749033,5.624778187
LOC105373997,uncharacterized LOC105373997,5,Yes,6.178784201,5.715228678,5.705637991,4.769112935,5.154046225
MRPL28,mitochondrial ribosomal protein L28,5,Yes,6.148876463,5.190153566,5.591622328,5.113589063,4.659468287
CDH4,cadherin 4,5,Yes,3.317937097,3.534469538,4.587403343,6.140916279,3.238116608
MLPH,melanophilin,5,Yes,6.13844756,5.913853675,5.455288662,5.768085972,4.940313533
LINC00707,long intergenic non-protein coding RNA 707,5,Yes,4.257518213,6.130554646,5.455579611,5.571758386,5.549596
LOC105373279,uncharacterized LOC105373279,5,Yes,6.122521132,6.065323279,5.179728237,3.553835342,3.799688336
LOC128966701,,5,Yes,5.847071692,6.120374722,5.895765364,4.787075262,5.554745501
TMEM132D,transmembrane protein 132D,5,Yes,6.118601229,4.601464543,5.944085621,4.088996265,5.064917998
PWRN1,Prader-Willi region non-protein coding RNA 1,5,Yes,6.099139172,4.746337759,5.866251378,5.506872051,5.775704435
MGAM,maltase-glucoamylase,5,Yes,5.69063618,5.702071114,5.385911085,6.081886152,5.406353892
ZNF487,zinc finger protein 487,5,Yes,6.064898156,5.243586322,5.366993003,5.117600214,5.36360193
FAM86B3P,,5,Yes,4.996448543,5.901529764,5.301278694,6.045434005,5.785518264
LOC100216488,,5,Yes,6.040256669,5.087622236,5.299906854,4.505238323,4.641712106
RPL7AP7,,5,Yes,6.034798254,5.78086866,5.474738716,2.898726003,5.445915957
LOC100419761,,5,Yes,5.792058466,5.572836323,5.788515575,6.031057116,5.703864524
OSBPL5,oxysterol binding protein like 5,5,Yes,6.022170963,5.943529537,5.823944195,5.913168582,5.255720539
PSORS1C1,psoriasis susceptibility 1 candidate 1,5,Yes,5.440841516,6.018398859,4.833181301,5.75604056,5.500506794
VPS51P5,,5,Yes,5.682097097,5.497651666,6.002512978,3.020444851,5.560303792
NRROS,negative regulator of reactive oxygen species,5,Yes,5.659796764,5.989206291,5.762582482,4.897489638,5.691969529
SMOC2,SPARC related modular calcium binding 2,5,Yes,5.665206715,5.487844647,5.981107868,5.236037238,5.501403803
WDR27,WD repeat domain 27,5,Yes,5.977168627,5.128850313,4.834219828,3.723662328,3.722020025
OR2T27,olfactory receptor family 2 subfamily T member 27,5,Yes,4.941613498,5.126576489,5.498119037,4.827624697,5.951316618
LOC128966579,uncharacterized LOC128966579,5,Yes,5.663647438,4.85786104,4.947951171,5.945952542,3.707274388
ZSCAN5A,zinc finger and SCAN domain containing 5A,5,Yes,5.916885565,4.951314831,5.838254391,5.943717605,5.644057309
LINC03009,long intergenic non-protein coding RNA 3009,5,Yes,5.931722364,4.954813471,5.753913635,5.447642982,5.626802241
OR51B5,olfactory receptor family 51 subfamily B member 5,5,Yes,5.021793024,5.177977352,4.713407888,5.924824622,5.09062336
CDYL,chromodomain Y like,5,Yes,3.654021467,5.780257984,4.093616056,4.026324714,5.909682401
DGCR5,DiGeorge syndrome critical region gene 5,5,Yes,4.769894279,5.896434726,5.159760599,5.397781196,5.279029592
LOC400682,,5,Yes,4.288469012,5.038346944,5.465735228,5.889052481,5.428376865
LOC105373998,uncharacterized LOC105373998,5,Yes,5.886848691,5.724369712,5.444704885,4.50791935,5.174294588
DDX39BP1,,5,Yes,5.58770963,5.88669794,5.194231729,3.591357264,5.659903849
OR2T34,olfactory receptor family 2 subfamily T member 34,5,Yes,5.884638798,4.323850953,5.719870008,5.792599689,3.979941518
OR2B11,olfactory receptor family 2 subfamily B member 11,5,Yes,5.866857324,4.477643241,5.035226696,4.798196845,5.122310354
PCSK6,proprotein convertase subtilisin/kexin type 6,5,Yes,5.268514009,4.394096409,5.797172546,5.856064455,5.079610399
GALR1,galanin receptor 1,5,Yes,5.854184963,5.486152454,5.154582028,4.538728441,5.770895858
PCDH15,protocadherin related 15,5,Yes,4.998787665,5.053231571,5.195608209,5.842591851,4.773768816
ZNF695,zinc finger protein 695,5,Yes,5.840413138,5.366137552,5.57401675,4.724060038,5.620898607
RIMBP2,RIMS binding protein 2,5,Yes,5.820107148,4.944175751,5.303112874,5.242992066,5.168882092
FCAR,Fc alpha receptor,5,Yes,5.344060617,5.814689565,4.650687932,4.825597363,5.134154558
HCG4P8,,5,Yes,5.80327575,5.806802387,5.623940489,3.624048348,5.786157601
NECTIN1,nectin cell adhesion molecule 1,5,Yes,4.759576179,5.224429997,5.793831082,5.590279939,5.007134107
LOC124900424,,5,Yes,5.787673126,4.717490755,5.451865652,3.650341685,5.045793125
TRA,T cell receptor alpha locus,5,Yes,5.6346512,4.879710861,5.778160962,5.273515602,5.463899015
MICOS10-NBL1,MICOS10-NBL1 readthrough,5,Yes,4.696610437,5.775831871,4.418048153,4.467233702,4.937735823
RFPL4A,ret finger protein like 4A,5,Yes,5.759515332,5.436533776,5.161278086,3.287455925,4.963621178
LOC105373390,uncharacterized LOC105373390,5,Yes,5.631025942,5.526481399,5.440897331,5.738905724,5.116305452
SIGLEC12,sialic acid binding Ig like lectin 12,5,Yes,5.736834643,5.560003632,4.178177195,4.84146257,4.364337503
HCG9,HLA complex group 9,5,Yes,4.272746821,3.136243802,4.65771714,5.561323948,5.728527913
LOC101927636,uncharacterized LOC101927636,5,Yes,4.651126455,5.26356836,4.786659925,5.715645693,5.246204464
PROZ,protein Z%2C vitamin K dependent plasma glycoprotein,5,Yes,5.713446142,4.62614972,5.122972251,5.349422843,5.49155266
FAM86GP,,5,Yes,5.571550728,4.641920784,5.348254411,5.706276238,4.758991069
ENPP7P15,,5,Yes,5.700764627,5.304222943,5.503759027,5.30790363,4.682591373
LINC01149,long intergenic non-protein coding RNA 1149,5,Yes,4.240560883,3.929442582,4.832065686,5.693964599,4.33140998
OSBPL1A,oxysterol binding protein like 1A,5,Yes,3.717465571,3.713301157,5.212104648,5.689130451,5.00517987
COL11A2P1,,5,Yes,5.23271356,5.689116005,4.308297037,3.584457163,4.587391118
NLRP5,NLR family pyrin domain containing 5,5,Yes,5.677427981,5.578625632,5.531030009,5.594654851,5.145147829
HCG22,,5,Yes,4.846388412,4.849588901,4.492004286,5.671648347,4.127848892
LY6E-DT,LY6E divergent transcript,5,Yes,5.549330382,5.666584848,5.190624648,4.963969791,5.281963283
P2RX5-TAX1BP3,P2RX5-TAX1BP3 readthrough (NMD candidate),5,Yes,5.302459022,4.555737264,5.179753341,4.797262711,5.658543132
TRG-CCC4-1,tRNA-Gly (CCC) 4-1,5,Yes,3.798860063,3.414106941,3.633047731,5.654416543,4.721214294
KIR3DL2,killer cell immunoglobulin like receptor%2C three Ig domains and long cytoplasmic tail 2,5,Yes,4.623492909,5.647093465,4.383680174,5.247242159,4.628249169
LOC105374359,uncharacterized LOC105374359,5,Yes,5.430806268,5.369250709,5.637494798,5.521670335,5.162578065
CACNA1H,calcium voltage-gated channel subunit alpha1 H,5,Yes,5.633168007,5.060238156,5.130477089,3.1458018,4.114099152
ZNF83,zinc finger protein 83,5,Yes,5.424113772,5.625985913,4.988589394,5.207580092,5.300953615
LOC105377614,uncharacterized LOC105377614,5,Yes,5.055778801,5.618952395,5.313427307,5.09958005,5.028131772
FAM242B,family with sequence similarity 242 member B,5,Yes,4.549868219,3.128895862,5.618528712,4.700693763,5.40382018
LOC105369309,uncharacterized LOC105369309,5,Yes,5.529626441,5.43976588,5.613588462,5.408030496,5.554565101
HCG24,HLA complex group 24,5,Yes,5.50458281,4.928159101,5.423944722,5.078946057,5.602660845
LINC02708,long intergenic non-protein coding RNA 2708,5,Yes,5.600499086,2.928462605,3.991315792,3.891471944,3.552581735
LINC02691,long intergenic non-protein coding RNA 2691,5,Yes,5.582996281,5.481376773,4.984258624,4.294711735,5.228455928
COL4A2,collagen type IV alpha 2 chain,5,Yes,4.989665076,4.349923866,5.20151019,5.352786964,5.581147717
HLA-DQB2,major histocompatibility complex%2C class II%2C DQ beta 2,5,Yes,5.577991898,4.203744289,4.48298059,4.794809328,4.986106028
ZNF813,zinc finger protein 813,5,Yes,5.468612638,4.745276163,5.415702243,5.559668984,5.574693038
ALG1L7P,,5,Yes,5.474214721,4.951838144,5.517046685,4.703713803,5.564460261
SGCG,sarcoglycan gamma,5,Yes,4.816084576,4.644552463,4.567621891,5.5536204,4.984837672
CYP2F1,cytochrome P450 family 2 subfamily F member 1,5,Yes,4.676917562,4.899139769,5.399268609,4.707667018,5.536383932
LOC128966596,putative uncharacterized protein LOC388882,5,Yes,5.446552423,5.536326896,5.040422327,4.47017246,4.386058959
MCCD1P1,,5,Yes,5.227254637,5.517988011,4.943230236,3.435367793,5.33138652
VPS51P13,,5,Yes,5.032484681,5.513680938,5.220709475,5.478146802,5.130383446
NF1,neurofibromin 1,5,Yes,3.577670739,5.506590441,4.227864138,5.498671813,5.01704911
LOC124902543,uncharacterized LOC124902543,5,Yes,3.071922866,5.49981656,4.385572076,5.19941182,3.012999052
GFPT2,glutamine-fructose-6-phosphate transaminase 2,5,Yes,5.449903493,5.288212261,4.975380579,5.498575991,5.0559033
PANTR1,POU3F3 adjacent non-coding transcript 1,5,Yes,5.272273326,5.414283904,5.036069919,5.485339322,4.3858846
DRICH1,aspartate rich 1,5,Yes,5.178465584,5.484925603,4.936140886,5.086335445,4.899810424
TRPM8,transient receptor potential cation channel subfamily M member 8,5,Yes,5.476573081,3.647429842,5.310043409,4.168159819,5.387479989
TRIML1,tripartite motif family like 1,5,Yes,5.218832622,5.249568984,5.439091863,5.425165541,5.280110301
PSMG4,proteasome assembly chaperone 4,5,Yes,5.43794882,4.347379806,4.942999983,4.433435176,4.077320225
A2ML1-AS1,A2ML1 antisense RNA 1,5,Yes,5.129308407,4.08643707,4.462173474,5.432536323,4.163994881
SPOPLP2,,5,Yes,5.419094206,4.952856228,5.315403602,3.715459774,4.706737545
RBPJ,recombination signal binding protein for immunoglobulin kappa J region,5,Yes,4.722752355,3.871017344,4.628644152,4.950256786,5.411829983
