id	common_name	allele_count	sample_size	impact	gene	feature	consequence	chrom	pos	end	svtype	svlen	total_allele_count	allele_frequency	type_simplified
Sniffles2.DEL.1165ME	Eastern	0	3	HIGH	LOC107971456	XR_002941958.3	feature_truncation,non_coding_transcript_exon_variant	chr23_hap1_hsa22	13099227	13099301	DEL	-74	3	0.0625	Simple/tandem repeat
Sniffles2.DEL.116FME	Western	2	15	HIGH	LOC134809747	XR_010156225.1	feature_truncation,non_coding_transcript_exon_variant,intron_variant	chr23_hap1_hsa22	13181034	13181902	DEL	-868	4	0.08333333333333333	Non-repeat
Sniffles2.DEL.116FME	Western x Central	0	4	HIGH	LOC134809747	XR_010156225.1	feature_truncation,non_coding_transcript_exon_variant,intron_variant	chr23_hap1_hsa22	13181034	13181902	DEL	-868	4	0.08333333333333333	Non-repeat
Sniffles2.DEL.116FME	Central	0	2	HIGH	LOC134809747	XR_010156225.1	feature_truncation,non_coding_transcript_exon_variant,intron_variant	chr23_hap1_hsa22	13181034	13181902	DEL	-868	4	0.08333333333333333	Non-repeat
Sniffles2.DEL.116FME	Eastern	2	3	HIGH	LOC134809747	XR_010156225.1	feature_truncation,non_coding_transcript_exon_variant,intron_variant	chr23_hap1_hsa22	13181034	13181902	DEL	-868	4	0.08333333333333333	Non-repeat
Sniffles2.DEL.12FM11	Western	5	15	HIGH	AHRR	XM_016952875.4,XM_063811029.1,XM_063811030.1,XM_063811033.1	feature_truncation,coding_sequence_variant,intron_variant,5_prime_UTR_variant	chr4_hap1_hsa5	1069869	1071347	DEL	-1478	7	0.14583333333333334	Non-repeat
Sniffles2.DEL.12FM11	Western x Central	2	4	HIGH	AHRR	XM_016952875.4,XM_063811029.1,XM_063811030.1,XM_063811033.1	feature_truncation,coding_sequence_variant,intron_variant,5_prime_UTR_variant	chr4_hap1_hsa5	1069869	1071347	DEL	-1478	7	0.14583333333333334	Non-repeat
Sniffles2.DEL.12FM11	Central	0	2	HIGH	AHRR	XM_016952875.4,XM_063811029.1,XM_063811030.1,XM_063811033.1	feature_truncation,coding_sequence_variant,intron_variant,5_prime_UTR_variant	chr4_hap1_hsa5	1069869	1071347	DEL	-1478	7	0.14583333333333334	Non-repeat
Sniffles2.DEL.12FM11	Eastern	0	3	HIGH	AHRR	XM_016952875.4,XM_063811029.1,XM_063811030.1,XM_063811033.1	feature_truncation,coding_sequence_variant,intron_variant,5_prime_UTR_variant	chr4_hap1_hsa5	1069869	1071347	DEL	-1478	7	0.14583333333333334	Non-repeat
Sniffles2.DEL.1345M11	Western	0	15	HIGH	LOC461963	XM_054685363.2	feature_truncation,coding_sequence_variant,5_prime_UTR_variant	chr4_hap1_hsa5	95882864	95886690	DEL	-3826	1	0.02083333333333333	Non-repeat
Sniffles2.DEL.1345M11	Western x Central	1	4	HIGH	LOC461963	XM_054685363.2	feature_truncation,coding_sequence_variant,5_prime_UTR_variant	chr4_hap1_hsa5	95882864	95886690	DEL	-3826	1	0.02083333333333333	Non-repeat
Sniffles2.DEL.1345M11	Central	0	2	HIGH	LOC461963	XM_054685363.2	feature_truncation,coding_sequence_variant,5_prime_UTR_variant	chr4_hap1_hsa5	95882864	95886690	DEL	-3826	1	0.02083333333333333	Non-repeat
Sniffles2.DEL.1345M11	Eastern	0	3	HIGH	LOC461963	XM_054685363.2	feature_truncation,coding_sequence_variant,5_prime_UTR_variant	chr4_hap1_hsa5	95882864	95886690	DEL	-3826	1	0.02083333333333333	Non-repeat
Sniffles2.DEL.134EM6	Western	2	15	HIGH	LOC467620	XR_001709829.4	feature_truncation,non_coding_transcript_exon_variant,intron_variant	chr16_hap1_hsa15	7058152	7058429	DEL	-277	2	0.04166666666666666	Non-repeat
Sniffles2.DEL.134EM6	Western x Central	0	4	HIGH	LOC467620	XR_001709829.4	feature_truncation,non_coding_transcript_exon_variant,intron_variant	chr16_hap1_hsa15	7058152	7058429	DEL	-277	2	0.04166666666666666	Non-repeat
Sniffles2.DEL.134EM6	Central	0	2	HIGH	LOC467620	XR_001709829.4	feature_truncation,non_coding_transcript_exon_variant,intron_variant	chr16_hap1_hsa15	7058152	7058429	DEL	-277	2	0.04166666666666666	Non-repeat
Sniffles2.DEL.134EM6	Eastern	0	3	HIGH	LOC467620	XR_001709829.4	feature_truncation,non_coding_transcript_exon_variant,intron_variant	chr16_hap1_hsa15	7058152	7058429	DEL	-277	2	0.04166666666666666	Non-repeat
Sniffles2.DEL.13BDM17	Western	3	15	HIGH	RNF128	XM_001143230.5,XM_016944023.2	feature_truncation,coding_sequence_variant,intron_variant	chrX_hap1_hsaX	104278727	104279670	DEL	-943	3	0.0625	Non-repeat
Sniffles2.DEL.13BDM17	Western x Central	0	4	HIGH	RNF128	XM_001143230.5,XM_016944023.2	feature_truncation,coding_sequence_variant,intron_variant	chrX_hap1_hsaX	104278727	104279670	DEL	-943	3	0.0625	Non-repeat
Sniffles2.DEL.13BDM17	Central	0	2	HIGH	RNF128	XM_001143230.5,XM_016944023.2	feature_truncation,coding_sequence_variant,intron_variant	chrX_hap1_hsaX	104278727	104279670	DEL	-943	3	0.0625	Non-repeat
Sniffles2.DEL.13BDM17	Eastern	0	3	HIGH	RNF128	XM_001143230.5,XM_016944023.2	feature_truncation,coding_sequence_variant,intron_variant	chrX_hap1_hsaX	104278727	104279670	DEL	-943	3	0.0625	Non-repeat
Sniffles2.DEL.1442M1	Western	0	15	HIGH	LOC129135948	XR_008537077.2,XR_010148675.1	feature_truncation,non_coding_transcript_exon_variant	chr11_hap1_hsa9	58738898	58739194	DEL	-296	1	0.02083333333333333	Non-repeat
Sniffles2.DEL.1442M1	Western x Central	0	4	HIGH	LOC129135948	XR_008537077.2,XR_010148675.1	feature_truncation,non_coding_transcript_exon_variant	chr11_hap1_hsa9	58738898	58739194	DEL	-296	1	0.02083333333333333	Non-repeat
Sniffles2.DEL.1442M1	Central	1	2	HIGH	LOC129135948	XR_008537077.2,XR_010148675.1	feature_truncation,non_coding_transcript_exon_variant	chr11_hap1_hsa9	58738898	58739194	DEL	-296	1	0.02083333333333333	Non-repeat
Sniffles2.DEL.1442M1	Eastern	0	3	HIGH	LOC129135948	XR_008537077.2,XR_010148675.1	feature_truncation,non_coding_transcript_exon_variant	chr11_hap1_hsa9	58738898	58739194	DEL	-296	1	0.02083333333333333	Non-repeat
Sniffles2.DEL.148EMF	Western	0	15	HIGH	LOC134809573	XR_010155647.1	feature_truncation,non_coding_transcript_exon_variant	chr2_hap1_hsa3	79447577	79447659	DEL	-82	1	0.02083333333333333	SINE/Alu
Sniffles2.DEL.148EMF	Western x Central	0	4	HIGH	LOC134809573	XR_010155647.1	feature_truncation,non_coding_transcript_exon_variant	chr2_hap1_hsa3	79447577	79447659	DEL	-82	1	0.02083333333333333	SINE/Alu
Sniffles2.DEL.148EMF	Central	1	2	HIGH	LOC134809573	XR_010155647.1	feature_truncation,non_coding_transcript_exon_variant	chr2_hap1_hsa3	79447577	79447659	DEL	-82	1	0.02083333333333333	SINE/Alu
Sniffles2.DEL.148EMF	Eastern	0	3	HIGH	LOC134809573	XR_010155647.1	feature_truncation,non_coding_transcript_exon_variant	chr2_hap1_hsa3	79447577	79447659	DEL	-82	1	0.02083333333333333	SINE/Alu
Sniffles2.DEL.156AM7	Western	5	15	HIGH	LOC129137938	XM_063795492.1,XM_063795493.1,XM_063795494.1,XM_063795495.1,XM_063795496.1,XM_063795498.1,XM_063795499.1,XM_063795500.1,XM_063795501.1,XM_063795502.1,XM_063795503.1,XM_063795504.1,XM_063795505.1,XM_063795506.1,XM_063795507.1,XM_063795509.1	frameshift_variant,feature_truncation,5_prime_UTR_variant	chr17_hap1_hsa18	16210397	16210453	DEL	-56	8	0.16666666666666666	Retroposon/SVA
Sniffles2.DEL.156AM7	Western x Central	0	4	HIGH	LOC129137938	XM_063795492.1,XM_063795493.1,XM_063795494.1,XM_063795495.1,XM_063795496.1,XM_063795498.1,XM_063795499.1,XM_063795500.1,XM_063795501.1,XM_063795502.1,XM_063795503.1,XM_063795504.1,XM_063795505.1,XM_063795506.1,XM_063795507.1,XM_063795509.1	frameshift_variant,feature_truncation,5_prime_UTR_variant	chr17_hap1_hsa18	16210397	16210453	DEL	-56	8	0.16666666666666666	Retroposon/SVA
Sniffles2.DEL.156AM7	Central	2	2	HIGH	LOC129137938	XM_063795492.1,XM_063795493.1,XM_063795494.1,XM_063795495.1,XM_063795496.1,XM_063795498.1,XM_063795499.1,XM_063795500.1,XM_063795501.1,XM_063795502.1,XM_063795503.1,XM_063795504.1,XM_063795505.1,XM_063795506.1,XM_063795507.1,XM_063795509.1	frameshift_variant,feature_truncation,5_prime_UTR_variant	chr17_hap1_hsa18	16210397	16210453	DEL	-56	8	0.16666666666666666	Retroposon/SVA
Sniffles2.DEL.156AM7	Eastern	1	3	HIGH	LOC129137938	XM_063795492.1,XM_063795493.1,XM_063795494.1,XM_063795495.1,XM_063795496.1,XM_063795498.1,XM_063795499.1,XM_063795500.1,XM_063795501.1,XM_063795502.1,XM_063795503.1,XM_063795504.1,XM_063795505.1,XM_063795506.1,XM_063795507.1,XM_063795509.1	frameshift_variant,feature_truncation,5_prime_UTR_variant	chr17_hap1_hsa18	16210397	16210453	DEL	-56	8	0.16666666666666666	Retroposon/SVA
Sniffles2.DEL.157CM0	Western	0	15	HIGH	LOC456647	XM_024347602.3,XM_024347604.3,XM_024347606.3,XM_054663917.2	feature_truncation,5_prime_UTR_variant	chr10_hap1_hsa12	7116375	7116480	DEL	-105	1	0.02083333333333333	Non-repeat
Sniffles2.DEL.157CM0	Western x Central	0	4	HIGH	LOC456647	XM_024347602.3,XM_024347604.3,XM_024347606.3,XM_054663917.2	feature_truncation,5_prime_UTR_variant	chr10_hap1_hsa12	7116375	7116480	DEL	-105	1	0.02083333333333333	Non-repeat
Sniffles2.DEL.157CM0	Central	0	2	HIGH	LOC456647	XM_024347602.3,XM_024347604.3,XM_024347606.3,XM_054663917.2	feature_truncation,5_prime_UTR_variant	chr10_hap1_hsa12	7116375	7116480	DEL	-105	1	0.02083333333333333	Non-repeat
Sniffles2.DEL.157CM0	Eastern	1	3	HIGH	LOC456647	XM_024347602.3,XM_024347604.3,XM_024347606.3,XM_054663917.2	feature_truncation,5_prime_UTR_variant	chr10_hap1_hsa12	7116375	7116480	DEL	-105	1	0.02083333333333333	Non-repeat
Sniffles2.DEL.1599M0	Western	0	15	HIGH	SLC6A12	XM_009424543.4,XM_016922679.4,XM_016922681.4,XM_016922682.4,XM_016922683.4,XM_016922684.4,XM_016922685.4,XM_024347607.3,XM_063785374.1,XM_063785375.1,XM_063785376.1,XM_063785377.1,XM_063785380.1,XM_063785381.1	feature_truncation,coding_sequence_variant,intron_variant	chr10_hap1_hsa12	7280496	7281463	DEL	-967	7	0.14583333333333334	Non-repeat
Sniffles2.DEL.1599M0	Western x Central	1	4	HIGH	SLC6A12	XM_009424543.4,XM_016922679.4,XM_016922681.4,XM_016922682.4,XM_016922683.4,XM_016922684.4,XM_016922685.4,XM_024347607.3,XM_063785374.1,XM_063785375.1,XM_063785376.1,XM_063785377.1,XM_063785380.1,XM_063785381.1	feature_truncation,coding_sequence_variant,intron_variant	chr10_hap1_hsa12	7280496	7281463	DEL	-967	7	0.14583333333333334	Non-repeat
Sniffles2.DEL.1599M0	Central	2	2	HIGH	SLC6A12	XM_009424543.4,XM_016922679.4,XM_016922681.4,XM_016922682.4,XM_016922683.4,XM_016922684.4,XM_016922685.4,XM_024347607.3,XM_063785374.1,XM_063785375.1,XM_063785376.1,XM_063785377.1,XM_063785380.1,XM_063785381.1	feature_truncation,coding_sequence_variant,intron_variant	chr10_hap1_hsa12	7280496	7281463	DEL	-967	7	0.14583333333333334	Non-repeat
Sniffles2.DEL.1599M0	Eastern	4	3	HIGH	SLC6A12	XM_009424543.4,XM_016922679.4,XM_016922681.4,XM_016922682.4,XM_016922683.4,XM_016922684.4,XM_016922685.4,XM_024347607.3,XM_063785374.1,XM_063785375.1,XM_063785376.1,XM_063785377.1,XM_063785380.1,XM_063785381.1	feature_truncation,coding_sequence_variant,intron_variant	chr10_hap1_hsa12	7280496	7281463	DEL	-967	7	0.14583333333333334	Non-repeat
Sniffles2.DEL.159FM7	Western	2	15	HIGH	LDLRAD4	XM_054672294.2,XM_054672295.2	feature_truncation,3_prime_UTR_variant	chr17_hap1_hsa18	17368108	17368303	DEL	-195	3	0.0625	LINE/L1
Sniffles2.DEL.159FM7	Western x Central	1	4	HIGH	LDLRAD4	XM_054672294.2,XM_054672295.2	feature_truncation,3_prime_UTR_variant	chr17_hap1_hsa18	17368108	17368303	DEL	-195	3	0.0625	LINE/L1
Sniffles2.DEL.159FM7	Central	0	2	HIGH	LDLRAD4	XM_054672294.2,XM_054672295.2	feature_truncation,3_prime_UTR_variant	chr17_hap1_hsa18	17368108	17368303	DEL	-195	3	0.0625	LINE/L1
Sniffles2.DEL.159FM7	Eastern	0	3	HIGH	LDLRAD4	XM_054672294.2,XM_054672295.2	feature_truncation,3_prime_UTR_variant	chr17_hap1_hsa18	17368108	17368303	DEL	-195	3	0.0625	LINE/L1
Sniffles2.DEL.15A7M13	Western	0	15	HIGH	LOC738765	XM_054687382.2	stop_lost,feature_truncation,coding_sequence_variant,5_prime_UTR_variant,3_prime_UTR_variant	chr6_hap1_hsa7	15528686	15534698	DEL	-6012	1	0.02083333333333333	Non-repeat
Sniffles2.DEL.15A7M13	Western x Central	0	4	HIGH	LOC738765	XM_054687382.2	stop_lost,feature_truncation,coding_sequence_variant,5_prime_UTR_variant,3_prime_UTR_variant	chr6_hap1_hsa7	15528686	15534698	DEL	-6012	1	0.02083333333333333	Non-repeat
Sniffles2.DEL.15A7M13	Central	0	2	HIGH	LOC738765	XM_054687382.2	stop_lost,feature_truncation,coding_sequence_variant,5_prime_UTR_variant,3_prime_UTR_variant	chr6_hap1_hsa7	15528686	15534698	DEL	-6012	1	0.02083333333333333	Non-repeat
Sniffles2.DEL.15A7M13	Eastern	1	3	HIGH	LOC738765	XM_054687382.2	stop_lost,feature_truncation,coding_sequence_variant,5_prime_UTR_variant,3_prime_UTR_variant	chr6_hap1_hsa7	15528686	15534698	DEL	-6012	1	0.02083333333333333	Non-repeat
Sniffles2.DEL.15BCM0	Western	0	15	HIGH	CCDC77	XM_054663921.2,XM_054663923.2,XM_054663924.2,XM_054663925.2,XM_054663927.2,XM_054663928.2,XM_054663929.2,XM_054663930.2,XM_054663931.2,XM_054663932.2,XM_054663934.2,XM_054663935.2,XM_054663936.2,XM_063785384.1,XM_063785385.1,XM_063785386.1,XM_063785387.1,XM_063785388.1,XM_063785389.1,XM_063785390.1,XM_063785391.1,XM_063785392.1,XM_063785393.1,XM_063785394.1,XR_010147926.1,XR_010147927.1,XR_010147928.1,XR_010147929.1	feature_truncation,coding_sequence_variant,intron_variant,non_coding_transcript_exon_variant	chr10_hap1_hsa12	7505103	7506587	DEL	-1484	1	0.02083333333333333	Non-repeat
Sniffles2.DEL.15BCM0	Western x Central	1	4	HIGH	CCDC77	XM_054663921.2,XM_054663923.2,XM_054663924.2,XM_054663925.2,XM_054663927.2,XM_054663928.2,XM_054663929.2,XM_054663930.2,XM_054663931.2,XM_054663932.2,XM_054663934.2,XM_054663935.2,XM_054663936.2,XM_063785384.1,XM_063785385.1,XM_063785386.1,XM_063785387.1,XM_063785388.1,XM_063785389.1,XM_063785390.1,XM_063785391.1,XM_063785392.1,XM_063785393.1,XM_063785394.1,XR_010147926.1,XR_010147927.1,XR_010147928.1,XR_010147929.1	feature_truncation,coding_sequence_variant,intron_variant,non_coding_transcript_exon_variant	chr10_hap1_hsa12	7505103	7506587	DEL	-1484	1	0.02083333333333333	Non-repeat
Sniffles2.DEL.15BCM0	Central	0	2	HIGH	CCDC77	XM_054663921.2,XM_054663923.2,XM_054663924.2,XM_054663925.2,XM_054663927.2,XM_054663928.2,XM_054663929.2,XM_054663930.2,XM_054663931.2,XM_054663932.2,XM_054663934.2,XM_054663935.2,XM_054663936.2,XM_063785384.1,XM_063785385.1,XM_063785386.1,XM_063785387.1,XM_063785388.1,XM_063785389.1,XM_063785390.1,XM_063785391.1,XM_063785392.1,XM_063785393.1,XM_063785394.1,XR_010147926.1,XR_010147927.1,XR_010147928.1,XR_010147929.1	feature_truncation,coding_sequence_variant,intron_variant,non_coding_transcript_exon_variant	chr10_hap1_hsa12	7505103	7506587	DEL	-1484	1	0.02083333333333333	Non-repeat
Sniffles2.DEL.15BCM0	Eastern	0	3	HIGH	CCDC77	XM_054663921.2,XM_054663923.2,XM_054663924.2,XM_054663925.2,XM_054663927.2,XM_054663928.2,XM_054663929.2,XM_054663930.2,XM_054663931.2,XM_054663932.2,XM_054663934.2,XM_054663935.2,XM_054663936.2,XM_063785384.1,XM_063785385.1,XM_063785386.1,XM_063785387.1,XM_063785388.1,XM_063785389.1,XM_063785390.1,XM_063785391.1,XM_063785392.1,XM_063785393.1,XM_063785394.1,XR_010147926.1,XR_010147927.1,XR_010147928.1,XR_010147929.1	feature_truncation,coding_sequence_variant,intron_variant,non_coding_transcript_exon_variant	chr10_hap1_hsa12	7505103	7506587	DEL	-1484	1	0.02083333333333333	Non-repeat
Sniffles2.DEL.161MA	Western	0	15	HIGH	LOC134809855	XM_063809334.1	stop_lost,feature_truncation,coding_sequence_variant,3_prime_UTR_variant,intron_variant	chr1_hap1_hsa1	2331019	2336319	DEL	-5300	2	0.04166666666666666	Non-repeat
Sniffles2.DEL.161MA	Western x Central	0	4	HIGH	LOC134809855	XM_063809334.1	stop_lost,feature_truncation,coding_sequence_variant,3_prime_UTR_variant,intron_variant	chr1_hap1_hsa1	2331019	2336319	DEL	-5300	2	0.04166666666666666	Non-repeat
Sniffles2.DEL.161MA	Central	2	2	HIGH	LOC134809855	XM_063809334.1	stop_lost,feature_truncation,coding_sequence_variant,3_prime_UTR_variant,intron_variant	chr1_hap1_hsa1	2331019	2336319	DEL	-5300	2	0.04166666666666666	Non-repeat
Sniffles2.DEL.161MA	Eastern	0	3	HIGH	LOC134809855	XM_063809334.1	stop_lost,feature_truncation,coding_sequence_variant,3_prime_UTR_variant,intron_variant	chr1_hap1_hsa1	2331019	2336319	DEL	-5300	2	0.04166666666666666	Non-repeat
Sniffles2.DEL.1661MD	Western	4	15	HIGH	LOC129138262	XR_010154574.1	feature_truncation,non_coding_transcript_exon_variant	chr22_hap1_hsa21	12272229	12272303	DEL	-74	4	0.08333333333333333	Simple/tandem repeat
Sniffles2.DEL.1661MD	Western x Central	0	4	HIGH	LOC129138262	XR_010154574.1	feature_truncation,non_coding_transcript_exon_variant	chr22_hap1_hsa21	12272229	12272303	DEL	-74	4	0.08333333333333333	Simple/tandem repeat
Sniffles2.DEL.1661MD	Central	0	2	HIGH	LOC129138262	XR_010154574.1	feature_truncation,non_coding_transcript_exon_variant	chr22_hap1_hsa21	12272229	12272303	DEL	-74	4	0.08333333333333333	Simple/tandem repeat
Sniffles2.DEL.1661MD	Eastern	0	3	HIGH	LOC129138262	XR_010154574.1	feature_truncation,non_coding_transcript_exon_variant	chr22_hap1_hsa21	12272229	12272303	DEL	-74	4	0.08333333333333333	Simple/tandem repeat
Sniffles2.DEL.166DMC	Western	0	15	HIGH	LOC107973254	XM_054674968.2	stop_lost,feature_truncation,coding_sequence_variant,3_prime_UTR_variant,intron_variant	chr21_hap1_hsa20	6505608	6519211	DEL	-13603	2	0.04166666666666666	Non-repeat
Sniffles2.DEL.166DMC	Western x Central	0	4	HIGH	LOC107973254	XM_054674968.2	stop_lost,feature_truncation,coding_sequence_variant,3_prime_UTR_variant,intron_variant	chr21_hap1_hsa20	6505608	6519211	DEL	-13603	2	0.04166666666666666	Non-repeat
Sniffles2.DEL.166DMC	Central	1	2	HIGH	LOC107973254	XM_054674968.2	stop_lost,feature_truncation,coding_sequence_variant,3_prime_UTR_variant,intron_variant	chr21_hap1_hsa20	6505608	6519211	DEL	-13603	2	0.04166666666666666	Non-repeat
Sniffles2.DEL.166DMC	Eastern	1	3	HIGH	LOC107973254	XM_054674968.2	stop_lost,feature_truncation,coding_sequence_variant,3_prime_UTR_variant,intron_variant	chr21_hap1_hsa20	6505608	6519211	DEL	-13603	2	0.04166666666666666	Non-repeat
Sniffles2.DEL.1671M16	Western	0	15	HIGH	LOC451709	XM_054661779.2	feature_truncation,coding_sequence_variant,5_prime_UTR_variant,intron_variant	chr9_hap1_hsa11	53247873	53276350	DEL	-28477	4	0.08333333333333333	Non-repeat
Sniffles2.DEL.1671M16	Western x Central	0	4	HIGH	LOC451709	XM_054661779.2	feature_truncation,coding_sequence_variant,5_prime_UTR_variant,intron_variant	chr9_hap1_hsa11	53247873	53276350	DEL	-28477	4	0.08333333333333333	Non-repeat
Sniffles2.DEL.1671M16	Central	2	2	HIGH	LOC451709	XM_054661779.2	feature_truncation,coding_sequence_variant,5_prime_UTR_variant,intron_variant	chr9_hap1_hsa11	53247873	53276350	DEL	-28477	4	0.08333333333333333	Non-repeat
Sniffles2.DEL.1671M16	Eastern	2	3	HIGH	LOC451709	XM_054661779.2	feature_truncation,coding_sequence_variant,5_prime_UTR_variant,intron_variant	chr9_hap1_hsa11	53247873	53276350	DEL	-28477	4	0.08333333333333333	Non-repeat
Sniffles2.DEL.1680M0	Western	0	15	HIGH	DCP1B	XM_001153642.7,XM_024347625.3	feature_truncation,coding_sequence_variant,intron_variant	chr10_hap1_hsa12	9116395	9119291	DEL	-2896	3	0.0625	Non-repeat
Sniffles2.DEL.1680M0	Western x Central	0	4	HIGH	DCP1B	XM_001153642.7,XM_024347625.3	feature_truncation,coding_sequence_variant,intron_variant	chr10_hap1_hsa12	9116395	9119291	DEL	-2896	3	0.0625	Non-repeat
Sniffles2.DEL.1680M0	Central	0	2	HIGH	DCP1B	XM_001153642.7,XM_024347625.3	feature_truncation,coding_sequence_variant,intron_variant	chr10_hap1_hsa12	9116395	9119291	DEL	-2896	3	0.0625	Non-repeat
