name	human	chimpanzee	bonobo	description
MLYCD	1	1	0	malonyl-CoA decarboxylase
SLC38A8	4	0	0	solute carrier family 38 member 8
NECAB2	4	0	1	N-terminal EF-hand calcium binding protein 2
OSGIN1	4	0	0	oxidative stress induced growth inhibitor 1
KCNG4	1	4	1	potassium voltage-gated channel modifier subfamily G member 4
ATP2C2	4	1	1	ATPase secretory pathway Ca2+ transporting 2
MEAK7	1	1	0	MTOR associated protein%2C eak-7 homolog
CRISPLD2	1	0	0	cysteine rich secretory protein LCCL domain containing 2
ZDHHC7	1	0	0	zinc finger DHHC-type palmitoyltransferase 7
KIAA0513	1	0	0	KIAA0513
CIBAR2	1	1	0	CBY1 interacting BAR domain containing 2
GSE1	1	1	1	Gse1 coiled-coil protein
IRF8	1	0	0	interferon regulatory factor 8
MTHFSD	1	0	0	methenyltetrahydrofolate synthetase domain containing
FBXO31	1	1	1	F-box protein 31
ZCCHC14	1	1	1	zinc finger CCHC-type containing 14
JPH3	3	1	1	junctophilin 3
KLHDC4	1	4	1	kelch domain containing 4
BANP	1	1	0	BTG3 associated nuclear protein
ZNF469	1	0	1	zinc finger protein 469
ZFPM1	3	0	0	zinc finger protein%2C FOG family member 1
PIEZO1	2	1	0	piezo type mechanosensitive ion channel component 1 (Er blood group)
GALNS	1	1	1	galactosamine (N-acetyl)-6-sulfatase
PABPN1L	1	4	0	PABPN1 like%2C cytoplasmic
TRAPPC2L	1	1	0	trafficking protein particle complex subunit 2L
CBFA2T3	1	1	0	CBFA2/RUNX1 partner transcriptional co-repressor 3
ACSF3	1	0	1	acyl-CoA synthetase family member 3
ZNF778	1	0	0	zinc finger protein 778
ANKRD11	1	1	1	ankyrin repeat domain containing 11
LOC124903757	1	0	0	keratin-associated protein 5-2-like
SPG7	2	0	1	SPG7 matrix AAA peptidase subunit%2C paraplegin
CPNE7	1	1	4	copine 7
DPEP1	1	1	0	dipeptidase 1
CHMP1A	1	0	0	charged multivesicular body protein 1A
ZNF276	1	1	1	zinc finger protein 276
VPS9D1	1	1	1	VPS9 domain containing 1
SPIRE2	1	1	1	spire type actin nucleation factor 2
TUBB3	1	1	0	tubulin beta 3 class III
DBNDD1	1	0	0	dysbindin domain containing 1
GAS8	1	1	0	growth arrest specific 8
PRDM7	4	0	0	PR/SET domain 7
SCGB1C2	1	0	0	secretoglobin family 1C member 2
DOC2B	1	1	1	double C2 domain beta
RPH3AL	1	1	1	rabphilin 3A like (without C2 domains)
RFLNB	3	1	0	refilin B
VPS53	1	1	0	VPS53 subunit of GARP complex
TLCD3A	1	1	0	TLC domain containing 3A
GLOD4	1	1	1	glyoxalase domain containing 4
GEMIN4	1	1	1	gem nuclear organelle associated protein 4
MRM3	1	0	0	mitochondrial rRNA methyltransferase 3
NXN	1	1	1	nucleoredoxin
ABR	1	1	1	ABR activator of RhoGEF and GTPase
YWHAE	1	1	0	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
CRK	1	0	1	CRK proto-oncogene%2C adaptor protein
MYO1C	1	0	0	myosin IC
INPP5K	1	0	0	inositol polyphosphate-5-phosphatase K
PITPNA	1	1	0	phosphatidylinositol transfer protein alpha
SLC43A2	1	1	1	solute carrier family 43 member 2
PRPF8	1	1	1	pre-mRNA processing factor 8
TLCD2	1	0	0	TLC domain containing 2
SERPINF2	1	1	0	serpin family F member 2
WDR81	4	0	0	WD repeat domain 81
RPA1	1	1	0	replication protein A1
RTN4RL1	1	1	0	reticulon 4 receptor like 1
DPH1	1	1	0	diphthamide biosynthesis 1
HIC1	1	0	0	HIC ZBTB transcriptional repressor 1
SMG6	1	1	0	SMG6 nonsense mediated mRNA decay factor
METTL16	1	1	1	methyltransferase 16%2C RNA N6-adenosine
PAFAH1B1	1	1	1	platelet activating factor acetylhydrolase 1b regulatory subunit 1
CLUH	2	1	1	clustered mitochondria homolog
CCDC92B	1	1	0	coiled-coil domain containing 92B
RAP1GAP2	1	1	1	RAP1 GTPase activating protein 2
OR3A2	1	0	0	olfactory receptor family 3 subfamily A member 2
OR3A1	1	0	0	olfactory receptor family 3 subfamily A member 1
SPATA22	1	1	1	spermatogenesis associated 22
TRPV3	1	0	1	transient receptor potential cation channel subfamily V member 3
TRPV1	1	1	0	transient receptor potential cation channel subfamily V member 1
NCBP3	1	1	0	nuclear cap binding subunit 3
CAMKK1	1	1	0	calcium/calmodulin dependent protein kinase kinase 1
ZZEF1	1	1	1	zinc finger ZZ-type and EF-hand domain containing 1
SPNS3	1	1	0	SPNS lysolipid transporter 3%2C sphingosine-1-phosphate (putative)
SMTNL2	1	0	0	smoothelin like 2
ALOX15	1	1	0	arachidonate 15-lipoxygenase
VMO1	1	0	0	vitelline membrane outer layer 1 homolog
TM4SF5	1	0	0	transmembrane 4 L six family member 5
GLTPD2	1	0	0	glycolipid transfer protein domain containing 2
PSMB6	1	0	0	proteasome 20S subunit beta 6
CHRNE	1	1	0	cholinergic receptor nicotinic epsilon subunit
C17orf107	1	0	0	chromosome 17 open reading frame 107
USP6	1	1	1	ubiquitin specific peptidase 6
RABEP1	1	4	1	rabaptin%2C RAB GTPase binding effector protein 1
RPAIN	1	0	0	RPA interacting protein
DHX33	1	1	0	DEAH-box helicase 33
C1QBP	1	0	0	complement C1q binding protein
NLRP1	1	1	1	NLR family pyrin domain containing 1
LOC101928044	1	0	0	zinc finger CCHC domain-containing protein 9-like
AIPL1	1	0	0	aryl hydrocarbon receptor interacting protein like 1
PITPNM3	1	1	0	PITPNM family member 3
KIAA0753	1	1	0	KIAA0753
MED31	1	1	0	mediator complex subunit 31
TXNDC17	1	1	0	thioredoxin domain containing 17
SLC13A5	1	0	0	solute carrier family 13 member 5
TEKT1	1	1	0	tektin 1
TMEM95	1	0	1	transmembrane protein 95
TMEM102	1	0	0	transmembrane protein 102
SPEM3	1	0	0	SPEM family member 3
FGF11	1	0	0	fibroblast growth factor 11
TNFSF12	1	0	0	TNF superfamily member 12
TNFSF12-TNFSF13	1	0	0	TNFSF12-TNFSF13 readthrough
FXR2	1	0	0	FMR1 autosomal homolog 2
DNAH2	1	0	0	dynein axonemal heavy chain 2
KDM6B	1	0	0	lysine demethylase 6B
TMEM88	1	0	0	transmembrane protein 88
NAA38	1	0	0	N-alpha-acetyltransferase 38%2C NatC auxiliary subunit
ALOXE3	1	0	0	arachidonate epidermal lipoxygenase 3
HES7	1	0	0	hes family bHLH transcription factor 7
CTC1	1	1	0	CST telomere replication complex component 1
PFAS	1	1	0	phosphoribosylformylglycinamidine synthase
RANGRF	1	0	0	RAN guanine nucleotide release factor
SLC25A35	1	0	0	solute carrier family 25 member 35
ARHGEF15	1	0	0	Rho guanine nucleotide exchange factor 15
RPL26	1	1	0	ribosomal protein L26
KRBA2	1	1	0	KRAB-A domain containing 2
NDEL1	1	0	1	nudE neurodevelopment protein 1 like 1
MYH10	1	1	1	myosin heavy chain 10
PIK3R6	1	1	0	phosphoinositide-3-kinase regulatory subunit 6
PIK3R5	1	0	1	phosphoinositide-3-kinase regulatory subunit 5
NTN1	1	1	1	netrin 1
STX8	1	1	1	syntaxin 8
CFAP52	1	1	0	cilia and flagella associated protein 52
USP43	1	1	0	ubiquitin specific peptidase 43
GLP2R	1	0	0	glucagon like peptide 2 receptor
RCVRN	1	0	0	recoverin
GAS7	1	1	1	growth arrest specific 7
MYH13	1	0	0	myosin heavy chain 13
SCO1	1	1	0	synthesis of cytochrome C oxidase 1
SHISA6	1	1	1	shisa family member 6
DNAH9	1	1	0	dynein axonemal heavy chain 9
ZNF18	1	1	0	zinc finger protein 18
MYOCD	1	1	0	myocardin
ARHGAP44	1	1	0	Rho GTPase activating protein 44
ELAC2	1	0	0	elaC ribonuclease Z 2
HS3ST3A1	1	1	0	heparan sulfate-glucosamine 3-sulfotransferase 3A1
COX10	1	1	0	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10
TVP23C-CDRT4	1	0	0	TVP23C-CDRT4 readthrough
TVP23C	1	0	0	trans-golgi network vesicle protein 23 homolog C
FBXW10B	1	1	0	F-box and WD repeat domain containing 10B
TRIM16	1	1	0	tripartite motif containing 16
TBC1D26	1	0	4	TBC1 domain family member 26
ADORA2B	1	0	0	adenosine A2b receptor
ZSWIM7	1	0	0	zinc finger SWIM-type containing 7
NCOR1	1	1	0	nuclear receptor corepressor 1
PIGL	1	1	0	phosphatidylinositol glycan anchor biosynthesis class L
CENPV	1	0	0	centromere protein V
LRRC75A	1	1	0	leucine rich repeat containing 75A
ZNF287	1	1	1	zinc finger protein 287
ZNF624	1	1	0	zinc finger protein 624
CCDC144A	1	0	1	coiled-coil domain containing 144A
NT5M	1	1	1	5'%2C3'-nucleotidase%2C mitochondrial
SREBF1	1	0	0	sterol regulatory element binding transcription factor 1
TOM1L2	1	1	0	target of myb1 like 2 membrane trafficking protein
GID4	1	1	0	GID complex subunit 4 homolog
DRG2	1	0	0	developmentally regulated GTP binding protein 2
TOP3A	1	1	0	DNA topoisomerase III alpha
SHMT1	1	0	0	serine hydroxymethyltransferase 1
EVPLL	1	4	0	envoplakin like
LGALS9C	1	0	0	galectin 9C
TBC1D28	1	0	0	TBC1 domain family member 28
FBXW10	1	1	0	F-box and WD repeat domain containing 10
PRPSAP2	1	0	0	phosphoribosyl pyrophosphate synthetase associated protein 2
SLC5A10	1	0	1	solute carrier family 5 member 10
GRAPL	4	0	0	GRB2 related adaptor protein like
GRAP	4	1	4	GRB2 related adaptor protein
EPN2	1	4	0	epsin 2
SLC47A1	1	0	1	solute carrier family 47 member 1
ALDH3A2	1	0	0	aldehyde dehydrogenase 3 family member A2
ULK2	4	1	0	unc-51 like autophagy activating kinase 2
AKAP10	1	1	0	A-kinase anchoring protein 10
SPECC1	1	1	1	sperm antigen with calponin homology and coiled-coil domains 1
LGALS9B	1	0	0	galectin 9B
TMEM11	1	0	1	transmembrane protein 11
KSR1	1	0	0	kinase suppressor of ras 1
NLK	1	1	1	nemo like kinase
RSKR	1	1	0	ribosomal protein S6 kinase related
SUPT6H	1	1	1	SPT6 homolog%2C histone chaperone and transcription elongation factor
SDF2	1	1	0	stromal cell derived factor 2
RPL23A	1	0	0	ribosomal protein L23a
RAB34	1	0	0	RAB34%2C member RAS oncogene family
PROCA1	1	1	0	protein interacting with cyclin A1
FAM222B	1	1	4	family with sequence similarity 222 member B
NUFIP2	1	1	0	nuclear FMR1 interacting protein 2
TAOK1	1	1	1	TAO kinase 1
GIT1	1	0	1	GIT ArfGAP 1
TP53I13	1	0	0	tumor protein p53 inducible protein 13
ABHD15	1	0	0	abhydrolase domain containing 15
SSH2	1	1	1	slingshot protein phosphatase 2
EFCAB5	1	1	1	EF-hand calcium binding domain 5
NSRP1	1	4	1	nuclear speckle splicing regulatory protein 1
CPD	1	0	0	carboxypeptidase D
GOSR1	1	1	0	golgi SNAP receptor complex member 1
CRLF3	1	0	0	cytokine receptor like factor 3
ATAD5	1	1	1	ATPase family AAA domain containing 5
TEFM	1	0	0	transcription elongation factor%2C mitochondrial
RNF135	1	1	0	ring finger protein 135
NF1	1	1	0	neurofibromin 1
OMG	1	1	0	oligodendrocyte myelin glycoprotein
RAB11FIP4	1	1	0	RAB11 family interacting protein 4
COPRS	1	0	0	coordinator of PRMT5 and differentiation stimulator
UTP6	1	0	0	UTP6 small subunit processome component
SUZ12	1	1	0	SUZ12 polycomb repressive complex 2 subunit
RHOT1	1	1	1	ras homolog family member T1
RHBDL3	1	1	0	rhomboid like 3
ZNF207	1	1	0	zinc finger protein 207
MYO1D	1	1	0	myosin ID
ASIC2	1	1	1	acid sensing ion channel subunit 2
CCL1	1	0	0	C-C motif chemokine ligand 1
CCL13	1	0	0	C-C motif chemokine ligand 13
TMEM132E	1	1	1	transmembrane protein 132E
RFFL	1	1	1	ring finger and FYVE like domain containing E3 ubiquitin protein ligase
NLE1	1	0	0	notchless homolog 1
FNDC8	1	0	0	fibronectin type III domain containing 8
SLFN12L	1	1	0	schlafen family member 12 like
SLFN14	1	0	1	schlafen family member 14
AP2B1	1	1	0	adaptor related protein complex 2 subunit beta 1
TAF15	1	1	0	TATA-box binding protein associated factor 15
CCL5	1	0	0	C-C motif chemokine ligand 5
LYZL6	1	1	0	lysozyme like 6
TBC1D3B	4	0	0	TBC1 domain family member 3B
CCL4	1	0	0	C-C motif chemokine ligand 4
CCL3L3	4	0	0	C-C motif chemokine ligand 3 like 3
TBC1D3I	1	0	0	TBC1 domain family member 3I
CCL4L2	4	0	0	C-C motif chemokine ligand 4 like 2
LOC101060212	1	0	0	puromycin-sensitive aminopeptidase-like protein
TBC1D3G	2	0	0	TBC1 domain family member 3G
TBC1D3H	1	0	0	TBC1 domain family member 3H
CCL4L1	1	0	0	C-C motif chemokine ligand 4 like 1
TBC1D3F	1	0	0	TBC1 domain family member 3F
DHRS11	1	0	0	dehydrogenase/reductase 11
MRM1	1	0	0	mitochondrial rRNA methyltransferase 1
AATF	1	1	0	apoptosis antagonizing transcription factor
ACACA	1	1	1	acetyl-CoA carboxylase alpha
TADA2A	1	1	0	transcriptional adaptor 2A
SYNRG	1	1	0	synergin gamma
DUSP14	1	1	0	dual specificity phosphatase 14
HNF1B	1	0	0	HNF1 homeobox B
TBC1D3K	4	0	0	TBC1 domain family member 3K
TBC1D3E	4	0	0	TBC1 domain family member 3E
TBC1D3D	4	0	0	TBC1 domain family member 3D
TBC1D3	4	0	0	TBC1 domain family member 3
MRPL45	1	1	0	mitochondrial ribosomal protein L45
SOCS7	1	1	1	suppressor of cytokine signaling 7
ARHGAP23	1	0	1	Rho GTPase activating protein 23
SRCIN1	1	0	0	SRC kinase signaling inhibitor 1
CWC25	1	1	0	CWC25 spliceosome associated protein homolog
LASP1	1	1	0	LIM and SH3 protein 1
LASP1NB	1	0	0	LASP1 neighbor
FBXO47	1	1	0	F-box protein 47
FBXL20	1	1	1	F-box and leucine rich repeat protein 20
CDK12	1	1	0	cyclin dependent kinase 12
GRB7	1	0	0	growth factor receptor bound protein 7
MIEN1	1	1	0	migration and invasion enhancer 1
LRRC3C	1	0	0	leucine rich repeat containing 3C
RAPGEFL1	1	1	0	Rap guanine nucleotide exchange factor like 1
WIPF2	1	0	0	WAS/WASL interacting protein family member 2
KRT39	1	1	0	keratin 39
KRT40	1	0	0	keratin 40
KRTAP2-3	4	0	0	keratin associated protein 2-3
KRTAP2-2	4	0	0	keratin associated protein 2-2
KRTAP2-4	4	0	0	keratin associated protein 2-4
KRTAP4-9	4	0	0	keratin associated protein 4-9
KRTAP4-8	1	0	0	keratin associated protein 4-8
KRTAP4-16	4	0	0	keratin associated protein 4-16
KRTAP4-12	1	0	0	keratin associated protein 4-12
KRTAP4-11	4	0	0	keratin associated protein 4-11
KRTAP9-2	1	0	0	keratin associated protein 9-2
KRTAP9-3	4	0	0	keratin associated protein 9-3
KRTAP9-8	4	0	0	keratin associated protein 9-8
KRTAP9-4	4	0	0	keratin associated protein 9-4
KRTAP9-9	1	0	0	keratin associated protein 9-9
KRTAP9-7	1	0	0	keratin associated protein 9-7
KRT33B	4	0	0	keratin 33B
KRT33A	1	0	0	keratin 33A
KRT34	4	0	0	keratin 34
KRT14	1	0	0	keratin 14
JUP	1	0	0	junction plakoglobin
ACLY	1	1	1	ATP citrate lyase
KLHL11	1	1	0	kelch like family member 11
DHX58	1	0	0	DExH-box helicase 58
RAB5C	1	1	1	RAB5C%2C member RAS oncogene family
KCNH4	1	1	1	potassium voltage-gated channel subfamily H member 4
GHDC	1	1	0	GH3 domain containing
STAT5B	1	1	0	signal transducer and activator of transcription 5B
STAT3	1	1	1	signal transducer and activator of transcription 3
HSD17B1	4	0	0	hydroxysteroid 17-beta dehydrogenase 1
AOC2	1	0	0	amine oxidase copper containing 2
PSME3	1	0	0	proteasome activator subunit 3
AOC3	1	0	0	amine oxidase copper containing 3
PTGES3L-AARSD1	1	0	0	PTGES3L-AARSD1 readthrough
PTGES3L	1	0	0	prostaglandin E synthase 3 like
IFI35	1	0	0	interferon induced protein 35
VAT1	1	0	0	vesicle amine transport 1
BRCA1	1	1	0	BRCA1 DNA repair associated
NBR1	1	1	0	NBR1 autophagy cargo receptor
DHX8	1	1	0	DEAH-box helicase 8
MEOX1	1	1	0	mesenchyme homeobox 1
MPP3	1	0	1	MAGUK p55 scaffold protein 3
ASB16	1	4	0	ankyrin repeat and SOCS box containing 16
SLC4A1	1	0	0	solute carrier family 4 member 1 (Diego blood group)
RUNDC3A	1	0	0	RUN domain containing 3A
ITGA2B	1	1	1	integrin subunit alpha 2b
MEIOC	1	0	0	meiosis specific with coiled-coil domain
DCAKD	1	1	0	dephospho-CoA kinase domain containing
NMT1	1	1	0	N-myristoyltransferase 1
HEXIM1	1	0	0	HEXIM P-TEFb complex subunit 1
MAP3K14	1	0	0	mitogen-activated protein kinase kinase kinase 14
ARHGAP27	1	1	0	Rho GTPase activating protein 27
LINC02210-CRHR1	1	0	0	LINC02210-CRHR1 readthrough
MAPT	1	1	0	microtubule associated protein tau
KANSL1	1	1	1	KAT8 regulatory NSL complex subunit 1
LRRC37A	1	0	0	leucine rich repeat containing 37A
ARL17B	1	0	0	ADP ribosylation factor like GTPase 17B
LRRC37A2	1	0	0	leucine rich repeat containing 37 member A2
ARL17A	1	0	0	ADP ribosylation factor like GTPase 17A
NSF	1	1	1	N-ethylmaleimide sensitive factor%2C vesicle fusing ATPase
WNT3	1	0	0	Wnt family member 3
RPRML	1	0	0	reprimo like
GOSR2	1	0	0	golgi SNAP receptor complex member 2
NPEPPS	1	1	1	aminopeptidase puromycin sensitive
CBX1	1	1	0	chromobox 1
SNX11	1	0	0	sorting nexin 11
SKAP1	1	1	1	src kinase associated phosphoprotein 1
HOXB2	1	0	0	homeobox B2
HOXB6	1	0	0	homeobox B6
CALCOCO2	1	0	0	calcium binding and coiled-coil domain 2
B4GALNT2	1	4	0	beta-1%2C4-N-acetyl-galactosaminyltransferase 2 (SID blood group)
ZNF652	1	1	1	zinc finger protein 652
FAM117A	1	1	0	family with sequence similarity 117 member A
ITGA3	1	0	0	integrin subunit alpha 3
XYLT2	1	0	0	xylosyltransferase 2
RSAD1	1	0	0	radical S-adenosyl methionine domain containing 1
CACNA1G	1	0	0	calcium voltage-gated channel subunit alpha1 G
LUC7L3	1	0	0	LUC7 like 3 pre-mRNA splicing factor
ANKRD40CL	4	0	0	ANKRD40 C-terminal like
MBTD1	1	1	0	mbt domain containing 1
CA10	1	1	1	carbonic anhydrase 10
STXBP4	1	1	0	syntaxin binding protein 4
MMD	1	1	0	monocyte to macrophage differentiation associated
ANKFN1	1	1	1	ankyrin repeat and fibronectin type III domain containing 1
DGKE	1	1	1	diacylglycerol kinase epsilon
TRIM25	1	4	0	tripartite motif containing 25
COIL	1	0	0	coilin
SCPEP1	1	1	0	serine carboxypeptidase 1
MSI2	1	1	0	musashi RNA binding protein 2
MRPS23	1	0	0	mitochondrial ribosomal protein S23
CUEDC1	1	1	0	CUE domain containing 1
VEZF1	1	0	0	vascular endothelial zinc finger 1
PPM1E	1	1	0	protein phosphatase%2C Mg2+/Mn2+ dependent 1E
TRIM37	1	1	0	tripartite motif containing 37
DHX40	1	0	0	DEAH-box helicase 40
CLTC	1	1	0	clathrin heavy chain
VMP1	1	0	0	vacuole membrane protein 1
USP32	1	1	1	ubiquitin specific peptidase 32
APPBP2	1	0	0	amyloid beta precursor protein binding protein 2
BCAS3	1	1	1	BCAS3 microtubule associated cell migration factor
TBX2	1	0	0	T-box transcription factor 2
BRIP1	1	1	1	BRCA1 interacting helicase 1
INTS2	1	1	0	integrator complex subunit 2
MED13	1	1	0	mediator complex subunit 13
EFCAB3	1	1	0	EF-hand calcium binding domain 3
MARCHF10	1	1	1	membrane associated ring-CH-type finger 10
TANC2	1	1	1	tetratricopeptide repeat%2C ankyrin repeat and coiled-coil containing 2
ACE	1	1	0	angiotensin I converting enzyme
KCNH6	1	0	0	potassium voltage-gated channel subfamily H member 6
DCAF7	1	0	0	DDB1 and CUL4 associated factor 7
MAP3K3	1	0	0	mitogen-activated protein kinase kinase kinase 3
CCDC47	1	0	0	coiled-coil domain containing 47
CSH1	1	4	0	chorionic somatomammotropin hormone 1
TEX2	1	1	1	testis expressed 2
PECAM1	1	1	0	platelet and endothelial cell adhesion molecule 1
SMURF2	1	1	0	SMAD specific E3 ubiquitin protein ligase 2
LRRC37A3	1	0	0	leucine rich repeat containing 37 member A3
GNA13	1	0	1	G protein subunit alpha 13
CEP112	1	1	1	centrosomal protein 112
PRKCA	1	1	1	protein kinase C alpha
CACNG4	1	1	1	calcium voltage-gated channel auxiliary subunit gamma 4
HELZ	1	1	0	helicase with zinc finger
PITPNC1	1	1	0	phosphatidylinositol transfer protein cytoplasmic 1
NOL11	1	0	0	nucleolar protein 11
BPTF	1	1	0	bromodomain PHD finger transcription factor
KPNA2	1	1	0	karyopherin subunit alpha 2
AMZ2	1	0	1	archaelysin family metallopeptidase 2
PRKAR1A	1	1	0	protein kinase cAMP-dependent type I regulatory subunit alpha
WIPI1	1	1	0	WD repeat domain%2C phosphoinositide interacting 1
FAM20A	1	0	0	FAM20A golgi associated secretory pathway pseudokinase
ABCA8	1	1	1	ATP binding cassette subfamily A member 8
ABCA9	1	1	0	ATP binding cassette subfamily A member 9
ABCA6	1	1	0	ATP binding cassette subfamily A member 6
ABCA5	1	1	0	ATP binding cassette subfamily A member 5
MAP2K6	1	1	1	mitogen-activated protein kinase kinase 6
KCNJ2	1	0	0	potassium inwardly rectifying channel subfamily J member 2
SLC39A11	4	1	1	solute carrier family 39 member 11
COG1	1	1	0	component of oligomeric golgi complex 1
SDK2	1	1	1	sidekick cell adhesion molecule 2
KIF19	1	0	1	kinesin family member 19
BTBD17	1	1	0	BTB domain containing 17
CD300A	1	0	0	CD300a molecule
CD300E	1	0	0	CD300e molecule
TMEM104	1	1	1	transmembrane protein 104
FDXR	1	0	1	ferredoxin reductase
FADS6	1	1	1	fatty acid desaturase 6
ATP5PD	1	0	0	ATP synthase peripheral stalk subunit d
KCTD2	1	0	0	potassium channel tetramerization domain containing 2
SLC16A5	1	1	1	solute carrier family 16 member 5
ARMC7	1	1	0	armadillo repeat containing 7
JPT1	1	1	0	Jupiter microtubule associated homolog 1
SLC25A19	1	0	0	solute carrier family 25 member 19
TMEM94	1	1	0	transmembrane protein 94
UNK	1	0	0	unk zinc finger
TRIM47	1	0	0	tripartite motif containing 47
TRIM65	4	0	0	tripartite motif containing 65
FBF1	1	2	0	Fas binding factor 1
ACOX1	1	1	1	acyl-CoA oxidase 1
SRP68	1	0	0	signal recognition particle 68
RNF157	1	1	0	ring finger protein 157
PRPSAP1	1	1	1	phosphoribosyl pyrophosphate synthetase associated protein 1
QRICH2	1	0	0	glutamine rich 2
SPHK1	1	0	0	sphingosine kinase 1
CYGB	1	0	0	cytoglobin
PRCD	1	0	0	photoreceptor disc component
METTL23	1	0	0	methyltransferase 23%2C arginine
JMJD6	1	0	0	jumonji domain containing 6%2C arginine demethylase and lysine hydroxylase
SRSF2	1	0	0	serine and arginine rich splicing factor 2
MFSD11	1	4	0	major facilitator superfamily domain containing 11
MGAT5B	1	1	1	alpha-1%2C6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B
SEC14L1	1	1	0	SEC14 like lipid binding 1
SEPTIN9	1	1	1	septin 9
TNRC6C	1	1	1	trinucleotide repeat containing adaptor 6C
TMC8	1	1	0	transmembrane channel like 8
C17orf99	4	0	0	chromosome 17 open reading frame 99
SYNGR2	1	0	0	synaptogyrin 2
TK1	1	0	1	thymidine kinase 1
AFMID	1	0	1	arylformamidase
BIRC5	1	1	0	baculoviral IAP repeat containing 5
PGS1	1	1	0	phosphatidylglycerophosphate synthase 1
DNAH17	1	1	1	dynein axonemal heavy chain 17
CYTH1	1	1	0	cytohesin 1
RBFOX3	1	1	1	RNA binding fox-1 homolog 3
CBX2	1	0	0	chromobox 2
TBC1D16	1	0	0	TBC1 domain family member 16
GAA	1	0	0	alpha glucosidase
CCDC40	1	0	1	coiled-coil domain 40 molecular ruler complex subunit
SLC26A11	1	1	0	solute carrier family 26 member 11
RNF213	4	1	1	ring finger protein 213
NPTX1	1	0	0	neuronal pentraxin 1
RPTOR	1	1	1	regulatory associated protein of MTOR complex 1
CHMP6	1	0	0	charged multivesicular body protein 6
LOC124904077	1	0	0	translation initiation factor IF-2-like
AATK	1	0	0	apoptosis associated tyrosine kinase
BAIAP2	1	1	0	BAR/IMD domain containing adaptor protein 2
SLC38A10	1	1	0	solute carrier family 38 member 10
NPLOC4	1	1	0	NPL4 homolog%2C ubiquitin recognition factor
TSPAN10	1	1	0	tetraspanin 10
PDE6G	1	1	0	phosphodiesterase 6G
ARL16	1	0	0	ADP ribosylation factor like GTPase 16
HGS	1	0	0	hepatocyte growth factor-regulated tyrosine kinase substrate
SLC25A10	1	0	0	solute carrier family 25 member 10
ALYREF	1	0	0	Aly/REF export factor
DCXR	1	0	0	dicarbonyl and L-xylulose reductase
CCDC57	1	1	0	coiled-coil domain containing 57
SLC16A3	1	0	0	solute carrier family 16 member 3
SECTM1	1	1	0	secreted and transmembrane 1
OGFOD3	1	1	0	2-oxoglutarate and iron dependent oxygenase domain containing 3
NARF	1	1	0	nuclear prelamin A recognition factor
FOXK2	4	1	0	forkhead box K2
WDR45B	1	1	0	WD repeat domain 45B
RAB40B	1	1	0	RAB40B%2C member RAS oncogene family
TBCD	1	1	1	tubulin folding cofactor D
B3GNTL1	1	4	1	UDP-GlcNAc:betaGal beta-1%2C3-N-acetylglucosaminyltransferase like 1
LOC128966610	1	0	0	UDP-GlcNAc:betaGal beta-1%2C3-N-acetylglucosaminyltransferase-like protein 1
METRNL	1	0	0	meteorin like%2C glial cell differentiation regulator
TUBB8B	1	0	0	tubulin beta 8B
USP14	1	1	1	ubiquitin specific peptidase 14
THOC1	1	1	0	THO complex subunit 1
COLEC12	1	1	0	collectin subfamily member 12
CLUL1	1	0	0	clusterin like 1
TYMS	1	0	0	thymidylate synthetase
ENOSF1	1	1	0	enolase superfamily member 1
NDC80	1	1	0	NDC80 kinetochore complex component
SMCHD1	1	0	0	structural maintenance of chromosomes flexible hinge domain containing 1
EMILIN2	1	0	0	elastin microfibril interfacer 2
LPIN2	1	1	0	lipin 2
MYOM1	1	1	0	myomesin 1
MYL12B	1	1	0	myosin light chain 12B
DLGAP1	1	1	1	DLG associated protein 1
ZBTB14	1	0	0	zinc finger and BTB domain containing 14
EPB41L3	1	1	0	erythrocyte membrane protein band 4.1 like 3
L3MBTL4	1	1	1	L3MBTL histone methyl-lysine binding protein 4
ARHGAP28	1	1	0	Rho GTPase activating protein 28
LAMA1	1	1	1	laminin subunit alpha 1
PTPRM	1	1	1	protein tyrosine phosphatase receptor type M
RAB12	1	0	1	RAB12%2C member RAS oncogene family
MTCL1	1	1	1	microtubule crosslinking factor 1
NDUFV2	1	0	0	NADH:ubiquinone oxidoreductase core subunit V2
ANKRD12	1	1	0	ankyrin repeat domain 12
TWSG1	1	1	0	twisted gastrulation BMP signaling modulator 1
PPP4R1	1	1	0	protein phosphatase 4 regulatory subunit 1
RAB31	1	1	1	RAB31%2C member RAS oncogene family
PIEZO2	1	1	1	piezo type mechanosensitive ion channel component 2
SLC35G4	1	0	0	solute carrier family 35 member G4
GNAL	1	1	1	G protein subunit alpha L
CHMP1B	1	0	0	charged multivesicular body protein 1B
MPPE1	1	0	0	metallophosphoesterase 1
ANKRD62	1	1	0	ankyrin repeat domain 62
CIDEA	1	0	0	cell death inducing DFFA like effector a
TUBB6	1	1	1	tubulin beta 6 class V
AFG3L2	1	1	0	AFG3 like matrix AAA peptidase subunit 2
SPIRE1	1	1	1	spire type actin nucleation factor 1
CEP76	1	0	0	centrosomal protein 76
PSMG2	1	0	0	proteasome assembly chaperone 2
