genomeName	stat	v1	v2	type	method
PR01227	Nx	48	43571814	hap1	HiFi
PR01227	Nx	49	43571814	hap1	HiFi
PR01227	Nx	50	41101977	hap1	HiFi
PR01227	Nx	51	39074555	hap1	HiFi
PR01227	Nx	52	38624588	hap1	HiFi
PR01227	Nx	53	38624588	hap1	HiFi
PR01227	Nx	54	38620244	hap1	HiFi
PR01227	Nx	55	38541641	hap1	HiFi
PR01227	Nx	56	38308808	hap1	HiFi
PR01227	Nx	57	38018297	hap1	HiFi
PR01227	Nx	58	38018297	hap1	HiFi
PR01227	Nx	59	37484603	hap1	HiFi
PR01227	Nx	60	36352493	hap1	HiFi
PR01227	Nx	61	35102662	hap1	HiFi
PR01227	Nx	62	33628500	hap1	HiFi
PR01227	Nx	63	33061205	hap1	HiFi
PR01227	Nx	64	33061205	hap1	HiFi
PR01227	Nx	65	30803128	hap1	HiFi
PR01227	Nx	66	29844159	hap1	HiFi
PR01227	Nx	67	28632912	hap1	HiFi
PR01227	Nx	68	28071265	hap1	HiFi
PR01227	Nx	69	24666027	hap1	HiFi
PR01227	Nx	70	23672821	hap1	HiFi
PR01227	Nx	71	22496560	hap1	HiFi
PR01227	Nx	72	21790219	hap1	HiFi
PR01227	Nx	73	20705144	hap1	HiFi
PR01227	Nx	74	20611433	hap1	HiFi
PR01227	Nx	75	17770686	hap1	HiFi
PR01227	Nx	76	16352716	hap1	HiFi
PR01227	Nx	77	15848503	hap1	HiFi
PR01227	Nx	78	14944538	hap1	HiFi
PR01227	Nx	79	13946108	hap1	HiFi
PR01227	Nx	80	12617750	hap1	HiFi
PR01227	Nx	81	11756940	hap1	HiFi
PR01227	Nx	82	10983003	hap1	HiFi
PR01227	Nx	83	10386746	hap1	HiFi
PR01227	Nx	84	9727567	hap1	HiFi
PR01227	Nx	85	8551519	hap1	HiFi
PR01227	Nx	86	7478838	hap1	HiFi
PR01227	Nx	87	7110064	hap1	HiFi
PR01227	Nx	88	5604630	hap1	HiFi
PR01227	Nx	89	5241832	hap1	HiFi
PR01227	Nx	90	4698739	hap1	HiFi
PR01227	Nx	91	4250171	hap1	HiFi
PR01227	Nx	92	3556133	hap1	HiFi
PR01227	Nx	93	3010006	hap1	HiFi
PR01227	Nx	94	2619447	hap1	HiFi
PR01227	Nx	95	1997794	hap1	HiFi
PR01227	Nx	96	1559045	hap1	HiFi
PR01227	Nx	97	1141632	hap1	HiFi
PR01227	Nx	98	831411	hap1	HiFi
PR01227	Nx	99	337396	hap1	HiFi
PR01227	Nx	100	11041	hap1	HiFi
PR01227	Lx	1	1	hap1	HiFi
PR01227	Lx	2	1	hap1	HiFi
PR01227	Lx	3	1	hap1	HiFi
PR01227	Lx	4	1	hap1	HiFi
PR01227	Lx	5	2	hap1	HiFi
PR01227	Lx	6	2	hap1	HiFi
PR01227	Lx	7	2	hap1	HiFi
PR01227	Lx	8	2	hap1	HiFi
PR01227	Lx	9	2	hap1	HiFi
PR01227	Lx	10	3	hap1	HiFi
PR01227	Lx	11	3	hap1	HiFi
PR01227	Lx	12	3	hap1	HiFi
PR01227	Lx	13	3	hap1	HiFi
PR01227	Lx	14	4	hap1	HiFi
PR01227	Lx	15	4	hap1	HiFi
PR01227	Lx	16	4	hap1	HiFi
PR01227	Lx	17	4	hap1	HiFi
PR01227	Lx	18	5	hap1	HiFi
PR01227	Lx	19	5	hap1	HiFi
PR01227	Lx	20	5	hap1	HiFi
PR01227	Lx	21	5	hap1	HiFi
PR01227	Lx	22	6	hap1	HiFi
PR01227	Lx	23	6	hap1	HiFi
PR01227	Lx	24	6	hap1	HiFi
PR01227	Lx	25	6	hap1	HiFi
PR01227	Lx	26	7	hap1	HiFi
PR01227	Lx	27	7	hap1	HiFi
PR01227	Lx	28	7	hap1	HiFi
PR01227	Lx	29	8	hap1	HiFi
PR01227	Lx	30	8	hap1	HiFi
PR01227	Lx	31	8	hap1	HiFi
PR01227	Lx	32	9	hap1	HiFi
PR01227	Lx	33	9	hap1	HiFi
PR01227	Lx	34	9	hap1	HiFi
PR01227	Lx	35	10	hap1	HiFi
PR01227	Lx	36	10	hap1	HiFi
PR01227	Lx	37	11	hap1	HiFi
PR01227	Lx	38	11	hap1	HiFi
PR01227	Lx	39	12	hap1	HiFi
PR01227	Lx	40	12	hap1	HiFi
PR01227	Lx	41	13	hap1	HiFi
PR01227	Lx	42	13	hap1	HiFi
PR01227	Lx	43	14	hap1	HiFi
PR01227	Lx	44	14	hap1	HiFi
PR01227	Lx	45	15	hap1	HiFi
PR01227	Lx	46	15	hap1	HiFi
PR01227	Lx	47	16	hap1	HiFi
PR01227	Lx	48	17	hap1	HiFi
PR01227	Lx	49	17	hap1	HiFi
PR01227	Lx	50	18	hap1	HiFi
PR01227	Lx	51	19	hap1	HiFi
PR01227	Lx	52	20	hap1	HiFi
PR01227	Lx	53	20	hap1	HiFi
PR01227	Lx	54	21	hap1	HiFi
PR01227	Lx	55	22	hap1	HiFi
PR01227	Lx	56	23	hap1	HiFi
PR01227	Lx	57	24	hap1	HiFi
PR01227	Lx	58	24	hap1	HiFi
PR01227	Lx	59	25	hap1	HiFi
PR01227	Lx	60	26	hap1	HiFi
PR01227	Lx	61	27	hap1	HiFi
PR01227	Lx	62	28	hap1	HiFi
PR01227	Lx	63	29	hap1	HiFi
PR01227	Lx	64	29	hap1	HiFi
PR01227	Lx	65	30	hap1	HiFi
PR01227	Lx	66	31	hap1	HiFi
PR01227	Lx	67	32	hap1	HiFi
PR01227	Lx	68	33	hap1	HiFi
PR01227	Lx	69	35	hap1	HiFi
PR01227	Lx	70	36	hap1	HiFi
PR01227	Lx	71	37	hap1	HiFi
PR01227	Lx	72	39	hap1	HiFi
PR01227	Lx	73	40	hap1	HiFi
PR01227	Lx	74	41	hap1	HiFi
PR01227	Lx	75	43	hap1	HiFi
PR01227	Lx	76	45	hap1	HiFi
PR01227	Lx	77	47	hap1	HiFi
PR01227	Lx	78	48	hap1	HiFi
PR01227	Lx	79	51	hap1	HiFi
PR01227	Lx	80	53	hap1	HiFi
PR01227	Lx	81	55	hap1	HiFi
PR01227	Lx	82	58	hap1	HiFi
PR01227	Lx	83	61	hap1	HiFi
PR01227	Lx	84	63	hap1	HiFi
PR01227	Lx	85	67	hap1	HiFi
PR01227	Lx	86	70	hap1	HiFi
PR01227	Lx	87	74	hap1	HiFi
PR01227	Lx	88	79	hap1	HiFi
PR01227	Lx	89	85	hap1	HiFi
PR01227	Lx	90	91	hap1	HiFi
PR01227	Lx	91	98	hap1	HiFi
PR01227	Lx	92	105	hap1	HiFi
PR01227	Lx	93	115	hap1	HiFi
PR01227	Lx	94	125	hap1	HiFi
PR01227	Lx	95	138	hap1	HiFi
PR01227	Lx	96	155	hap1	HiFi
PR01227	Lx	97	178	hap1	HiFi
PR01227	Lx	98	207	hap1	HiFi
PR01227	Lx	99	261	hap1	HiFi
PR01227	Lx	100	670	hap1	HiFi
PR01227	NGx	1	135230377	hap1	HiFi
PR01227	NGx	2	135230377	hap1	HiFi
PR01227	NGx	3	135230377	hap1	HiFi
PR01227	NGx	4	135230377	hap1	HiFi
PR01227	NGx	5	134678745	hap1	HiFi
PR01227	NGx	6	134678745	hap1	HiFi
PR01227	NGx	7	134678745	hap1	HiFi
PR01227	NGx	8	134678745	hap1	HiFi
PR01227	NGx	9	134581458	hap1	HiFi
PR01227	NGx	10	134581458	hap1	HiFi
PR01227	NGx	11	134581458	hap1	HiFi
PR01227	NGx	12	134581458	hap1	HiFi
PR01227	NGx	13	134581458	hap1	HiFi
PR01227	NGx	14	121921640	hap1	HiFi
PR01227	NGx	15	121921640	hap1	HiFi
PR01227	NGx	16	121921640	hap1	HiFi
PR01227	NGx	17	114201073	hap1	HiFi
PR01227	NGx	18	114201073	hap1	HiFi
PR01227	NGx	19	114201073	hap1	HiFi
PR01227	NGx	20	114201073	hap1	HiFi
PR01227	NGx	21	110928542	hap1	HiFi
PR01227	NGx	22	110928542	hap1	HiFi
PR01227	NGx	23	110928542	hap1	HiFi
PR01227	NGx	24	110928542	hap1	HiFi
PR01227	NGx	25	107052048	hap1	HiFi
PR01227	NGx	26	107052048	hap1	HiFi
PR01227	NGx	27	107052048	hap1	HiFi
PR01227	NGx	28	87937049	hap1	HiFi
PR01227	NGx	29	87937049	hap1	HiFi
PR01227	NGx	30	87937049	hap1	HiFi
PR01227	NGx	31	72445317	hap1	HiFi
PR01227	NGx	32	72445317	hap1	HiFi
PR01227	NGx	33	70906380	hap1	HiFi
PR01227	NGx	34	70906380	hap1	HiFi
PR01227	NGx	35	70906380	hap1	HiFi
PR01227	NGx	36	65260272	hap1	HiFi
PR01227	NGx	37	65260272	hap1	HiFi
PR01227	NGx	38	62917582	hap1	HiFi
PR01227	NGx	39	62917582	hap1	HiFi
PR01227	NGx	40	56483615	hap1	HiFi
PR01227	NGx	41	56483615	hap1	HiFi
PR01227	NGx	42	52173600	hap1	HiFi
PR01227	NGx	43	48396939	hap1	HiFi
PR01227	NGx	44	48396939	hap1	HiFi
PR01227	NGx	45	46564981	hap1	HiFi
PR01227	NGx	46	43571814	hap1	HiFi
PR01227	NGx	47	43571814	hap1	HiFi
PR01227	NGx	48	41101977	hap1	HiFi
PR01227	NGx	49	39074555	hap1	HiFi
PR01227	NGx	50	38624588	hap1	HiFi
PR01227	NGx	51	38624588	hap1	HiFi
PR01227	NGx	52	38620244	hap1	HiFi
PR01227	NGx	53	38541641	hap1	HiFi
PR01227	NGx	54	38308808	hap1	HiFi
PR01227	NGx	55	38018297	hap1	HiFi
PR01227	NGx	56	38018297	hap1	HiFi
PR01227	NGx	57	37484603	hap1	HiFi
PR01227	NGx	58	36352493	hap1	HiFi
PR01227	NGx	59	35102662	hap1	HiFi
PR01227	NGx	60	33628500	hap1	HiFi
PR01227	NGx	61	33061205	hap1	HiFi
PR01227	NGx	62	30803128	hap1	HiFi
PR01227	NGx	63	29844159	hap1	HiFi
PR01227	NGx	64	28632912	hap1	HiFi
PR01227	NGx	65	28071265	hap1	HiFi
PR01227	NGx	66	25233478	hap1	HiFi
PR01227	NGx	67	24666027	hap1	HiFi
PR01227	NGx	68	22496560	hap1	HiFi
PR01227	NGx	69	22491309	hap1	HiFi
PR01227	NGx	70	21790219	hap1	HiFi
PR01227	NGx	71	20611433	hap1	HiFi
PR01227	NGx	72	17770686	hap1	HiFi
PR01227	NGx	73	16774616	hap1	HiFi
PR01227	NGx	74	16152032	hap1	HiFi
PR01227	NGx	75	14944538	hap1	HiFi
PR01227	NGx	76	14021804	hap1	HiFi
PR01227	NGx	77	12617750	hap1	HiFi
PR01227	NGx	78	11756940	hap1	HiFi
PR01227	NGx	79	10983003	hap1	HiFi
PR01227	NGx	80	10386746	hap1	HiFi
PR01227	NGx	81	9622759	hap1	HiFi
PR01227	NGx	82	8551519	hap1	HiFi
PR01227	NGx	83	7459021	hap1	HiFi
PR01227	NGx	84	6202953	hap1	HiFi
PR01227	NGx	85	5476358	hap1	HiFi
PR01227	NGx	86	4965524	hap1	HiFi
PR01227	NGx	87	4614822	hap1	HiFi
PR01227	NGx	88	4008987	hap1	HiFi
PR01227	NGx	89	3349531	hap1	HiFi
PR01227	NGx	90	2824285	hap1	HiFi
PR01227	NGx	91	2280706	hap1	HiFi
PR01227	NGx	92	1764027	hap1	HiFi
PR01227	NGx	93	1283768	hap1	HiFi
PR01227	NGx	94	1019649	hap1	HiFi
PR01227	NGx	95	484230	hap1	HiFi
PR01227	NGx	96	65890	hap1	HiFi
PR01227	NGx	97	0	hap1	HiFi
PR01227	NGx	98	0	hap1	HiFi
PR01227	NGx	99	0	hap1	HiFi
PR01227	NGx	100	0	hap1	HiFi
PR01227	LGx	1	1	hap1	HiFi
PR01227	LGx	2	1	hap1	HiFi
PR01227	LGx	3	1	hap1	HiFi
PR01227	LGx	4	1	hap1	HiFi
PR01227	LGx	5	2	hap1	HiFi
PR01227	LGx	6	2	hap1	HiFi
PR01227	LGx	7	2	hap1	HiFi
PR01227	LGx	8	2	hap1	HiFi
PR01227	LGx	9	3	hap1	HiFi
PR01227	LGx	10	3	hap1	HiFi
PR01227	LGx	11	3	hap1	HiFi
PR01227	LGx	12	3	hap1	HiFi
PR01227	LGx	13	3	hap1	HiFi
PR01227	LGx	14	4	hap1	HiFi
PR01227	LGx	15	4	hap1	HiFi
PR01227	LGx	16	4	hap1	HiFi
PR01227	LGx	17	5	hap1	HiFi
PR01227	LGx	18	5	hap1	HiFi
PR01227	LGx	19	5	hap1	HiFi
PR01227	LGx	20	5	hap1	HiFi
PR01227	LGx	21	6	hap1	HiFi
PR01227	LGx	22	6	hap1	HiFi
PR01227	LGx	23	6	hap1	HiFi
PR01227	LGx	24	6	hap1	HiFi
PR01227	LGx	25	7	hap1	HiFi
PR01227	LGx	26	7	hap1	HiFi
PR01227	LGx	27	7	hap1	HiFi
PR01227	LGx	28	8	hap1	HiFi
PR01227	LGx	29	8	hap1	HiFi
PR01227	LGx	30	8	hap1	HiFi
PR01227	LGx	31	9	hap1	HiFi
PR01227	LGx	32	9	hap1	HiFi
PR01227	LGx	33	10	hap1	HiFi
PR01227	LGx	34	10	hap1	HiFi
PR01227	LGx	35	10	hap1	HiFi
PR01227	LGx	36	11	hap1	HiFi
PR01227	LGx	37	11	hap1	HiFi
PR01227	LGx	38	12	hap1	HiFi
PR01227	LGx	39	12	hap1	HiFi
PR01227	LGx	40	13	hap1	HiFi
PR01227	LGx	41	13	hap1	HiFi
PR01227	LGx	42	14	hap1	HiFi
PR01227	LGx	43	15	hap1	HiFi
PR01227	LGx	44	15	hap1	HiFi
PR01227	LGx	45	16	hap1	HiFi
PR01227	LGx	46	17	hap1	HiFi
PR01227	LGx	47	17	hap1	HiFi
PR01227	LGx	48	18	hap1	HiFi
PR01227	LGx	49	19	hap1	HiFi
PR01227	LGx	50	20	hap1	HiFi
PR01227	LGx	51	20	hap1	HiFi
PR01227	LGx	52	21	hap1	HiFi
PR01227	LGx	53	22	hap1	HiFi
PR01227	LGx	54	23	hap1	HiFi
PR01227	LGx	55	24	hap1	HiFi
PR01227	LGx	56	24	hap1	HiFi
PR01227	LGx	57	25	hap1	HiFi
PR01227	LGx	58	26	hap1	HiFi
PR01227	LGx	59	27	hap1	HiFi
PR01227	LGx	60	28	hap1	HiFi
PR01227	LGx	61	29	hap1	HiFi
PR01227	LGx	62	30	hap1	HiFi
PR01227	LGx	63	31	hap1	HiFi
PR01227	LGx	64	32	hap1	HiFi
PR01227	LGx	65	33	hap1	HiFi
PR01227	LGx	66	34	hap1	HiFi
PR01227	LGx	67	35	hap1	HiFi
PR01227	LGx	68	37	hap1	HiFi
PR01227	LGx	69	38	hap1	HiFi
PR01227	LGx	70	39	hap1	HiFi
PR01227	LGx	71	41	hap1	HiFi
PR01227	LGx	72	43	hap1	HiFi
PR01227	LGx	73	44	hap1	HiFi
PR01227	LGx	74	46	hap1	HiFi
PR01227	LGx	75	48	hap1	HiFi
PR01227	LGx	76	50	hap1	HiFi
PR01227	LGx	77	53	hap1	HiFi
PR01227	LGx	78	55	hap1	HiFi
PR01227	LGx	79	58	hap1	HiFi
PR01227	LGx	80	61	hap1	HiFi
PR01227	LGx	81	64	hap1	HiFi
PR01227	LGx	82	67	hap1	HiFi
PR01227	LGx	83	71	hap1	HiFi
PR01227	LGx	84	76	hap1	HiFi
PR01227	LGx	85	81	hap1	HiFi
PR01227	LGx	86	87	hap1	HiFi
PR01227	LGx	87	93	hap1	HiFi
PR01227	LGx	88	101	hap1	HiFi
PR01227	LGx	89	109	hap1	HiFi
PR01227	LGx	90	119	hap1	HiFi
PR01227	LGx	91	132	hap1	HiFi
PR01227	LGx	92	147	hap1	HiFi
PR01227	LGx	93	168	hap1	HiFi
PR01227	LGx	94	195	hap1	HiFi
PR01227	LGx	95	236	hap1	HiFi
PR01227	LGx	96	402	hap1	HiFi
PR01227	LGx	97	670	hap1	HiFi
PR01227	LGx	98	670	hap1	HiFi
PR01227	LGx	99	670	hap1	HiFi
PR01227	LGx	100	670	hap1	HiFi
PR01227	auN	3125594602	72458765.26	hap2	HiFi
PR01227	auNG	3100000000	73057008.24	hap2	HiFi
PR01227	Nx	1	210544002	hap2	HiFi
PR01227	Nx	2	210544002	hap2	HiFi
PR01227	Nx	3	210544002	hap2	HiFi
PR01227	Nx	4	210544002	hap2	HiFi
PR01227	Nx	5	210544002	hap2	HiFi
PR01227	Nx	6	210544002	hap2	HiFi
PR01227	Nx	7	191644516	hap2	HiFi
PR01227	Nx	8	191644516	hap2	HiFi
PR01227	Nx	9	191644516	hap2	HiFi
PR01227	Nx	10	191644516	hap2	HiFi
PR01227	Nx	11	191644516	hap2	HiFi
PR01227	Nx	12	191644516	hap2	HiFi
PR01227	Nx	13	124074563	hap2	HiFi
PR01227	Nx	14	124074563	hap2	HiFi
PR01227	Nx	15	124074563	hap2	HiFi
PR01227	Nx	16	124074563	hap2	HiFi
PR01227	Nx	17	111935090	hap2	HiFi
PR01227	Nx	18	111935090	hap2	HiFi
PR01227	Nx	19	111935090	hap2	HiFi
PR01227	Nx	20	111935090	hap2	HiFi
PR01227	Nx	21	110900415	hap2	HiFi
PR01227	Nx	22	110900415	hap2	HiFi
PR01227	Nx	23	110900415	hap2	HiFi
PR01227	Nx	24	106920619	hap2	HiFi
PR01227	Nx	25	106920619	hap2	HiFi
PR01227	Nx	26	106920619	hap2	HiFi
PR01227	Nx	27	106920619	hap2	HiFi
PR01227	Nx	28	98809936	hap2	HiFi
PR01227	Nx	29	98809936	hap2	HiFi
PR01227	Nx	30	98809936	hap2	HiFi
PR01227	Nx	31	96947681	hap2	HiFi
PR01227	Nx	32	96947681	hap2	HiFi
PR01227	Nx	33	96947681	hap2	HiFi
PR01227	Nx	34	93950419	hap2	HiFi
PR01227	Nx	35	93950419	hap2	HiFi
PR01227	Nx	36	93950419	hap2	HiFi
PR01227	Nx	37	78183186	hap2	HiFi
PR01227	Nx	38	78183186	hap2	HiFi
PR01227	Nx	39	78183186	hap2	HiFi
PR01227	Nx	40	76149146	hap2	HiFi
PR01227	Nx	41	76149146	hap2	HiFi
PR01227	Nx	42	75763620	hap2	HiFi
PR01227	Nx	43	75763620	hap2	HiFi
PR01227	Nx	44	75763620	hap2	HiFi
PR01227	Nx	45	68228012	hap2	HiFi
PR01227	Nx	46	68228012	hap2	HiFi
PR01227	Nx	47	60376644	hap2	HiFi
PR01227	Nx	48	60376644	hap2	HiFi
PR01227	Nx	49	59838634	hap2	HiFi
PR01227	Nx	50	59838634	hap2	HiFi
PR01227	Nx	51	57548616	hap2	HiFi
PR01227	Nx	52	54360536	hap2	HiFi
PR01227	Nx	53	54360536	hap2	HiFi
PR01227	Nx	54	53943289	hap2	HiFi
PR01227	Nx	55	53943289	hap2	HiFi
PR01227	Nx	56	43756873	hap2	HiFi
PR01227	Nx	57	42903804	hap2	HiFi
PR01227	Nx	58	42903804	hap2	HiFi
PR01227	Nx	59	42210743	hap2	HiFi
PR01227	Nx	60	41096743	hap2	HiFi
PR01227	Nx	61	39375017	hap2	HiFi
PR01227	Nx	62	39375017	hap2	HiFi
PR01227	Nx	63	37472214	hap2	HiFi
PR01227	Nx	64	36956557	hap2	HiFi
PR01227	Nx	65	35645046	hap2	HiFi
PR01227	Nx	66	34440608	hap2	HiFi
PR01227	Nx	67	31306360	hap2	HiFi
PR01227	Nx	68	30089679	hap2	HiFi
PR01227	Nx	69	29432757	hap2	HiFi
PR01227	Nx	70	29381606	hap2	HiFi
PR01227	Nx	71	28907569	hap2	HiFi
PR01227	Nx	72	27827802	hap2	HiFi
PR01227	Nx	73	21415499	hap2	HiFi
PR01227	Nx	74	19878700	hap2	HiFi
PR01227	Nx	75	19687583	hap2	HiFi
PR01227	Nx	76	19438594	hap2	HiFi
PR01227	Nx	77	17558018	hap2	HiFi
PR01227	Nx	78	17287150	hap2	HiFi
PR01227	Nx	79	14640416	hap2	HiFi
PR01227	Nx	80	13947604	hap2	HiFi
PR01227	Nx	81	12325803	hap2	HiFi
PR01227	Nx	82	11328208	hap2	HiFi
PR01227	Nx	83	10515158	hap2	HiFi
PR01227	Nx	84	9511254	hap2	HiFi
PR01227	Nx	85	8319090	hap2	HiFi
PR01227	Nx	86	7767075	hap2	HiFi
PR01227	Nx	87	6642819	hap2	HiFi
PR01227	Nx	88	6159885	hap2	HiFi
PR01227	Nx	89	5403601	hap2	HiFi
PR01227	Nx	90	4904846	hap2	HiFi
PR01227	Nx	91	4205430	hap2	HiFi
PR01227	Nx	92	3600624	hap2	HiFi
PR01227	Nx	93	3105453	hap2	HiFi
PR01227	Nx	94	2716416	hap2	HiFi
PR01227	Nx	95	2355422	hap2	HiFi
PR01227	Nx	96	1762643	hap2	HiFi
PR01227	Nx	97	1354192	hap2	HiFi
PR01227	Nx	98	878783	hap2	HiFi
PR01227	Nx	99	383544	hap2	HiFi
PR01227	Nx	100	11426	hap2	HiFi
PR01227	Lx	1	1	hap2	HiFi
PR01227	Lx	2	1	hap2	HiFi
PR01227	Lx	3	1	hap2	HiFi
PR01227	Lx	4	1	hap2	HiFi
PR01227	Lx	5	1	hap2	HiFi
PR01227	Lx	6	1	hap2	HiFi
PR01227	Lx	7	2	hap2	HiFi
PR01227	Lx	8	2	hap2	HiFi
PR01227	Lx	9	2	hap2	HiFi
PR01227	Lx	10	2	hap2	HiFi
PR01227	Lx	11	2	hap2	HiFi
PR01227	Lx	12	2	hap2	HiFi
PR01227	Lx	13	3	hap2	HiFi
PR01227	Lx	14	3	hap2	HiFi
PR01227	Lx	15	3	hap2	HiFi
PR01227	Lx	16	3	hap2	HiFi
PR01227	Lx	17	4	hap2	HiFi
PR01227	Lx	18	4	hap2	HiFi
PR01227	Lx	19	4	hap2	HiFi
PR01227	Lx	20	4	hap2	HiFi
PR01227	Lx	21	5	hap2	HiFi
PR01227	Lx	22	5	hap2	HiFi
PR01227	Lx	23	5	hap2	HiFi
PR01227	Lx	24	6	hap2	HiFi
PR01227	Lx	25	6	hap2	HiFi
PR01227	Lx	26	6	hap2	HiFi
PR01227	Lx	27	6	hap2	HiFi
PR01227	Lx	28	7	hap2	HiFi
PR01227	Lx	29	7	hap2	HiFi
PR01227	Lx	30	7	hap2	HiFi
PR01227	Lx	31	8	hap2	HiFi
PR01227	Lx	32	8	hap2	HiFi
PR01227	Lx	33	8	hap2	HiFi
PR01227	Lx	34	9	hap2	HiFi
PR01227	Lx	35	9	hap2	HiFi
PR01227	Lx	36	9	hap2	HiFi
PR01227	Lx	37	10	hap2	HiFi
PR01227	Lx	38	10	hap2	HiFi
PR01227	Lx	39	10	hap2	HiFi
PR01227	Lx	40	11	hap2	HiFi
PR01227	Lx	41	11	hap2	HiFi
PR01227	Lx	42	12	hap2	HiFi
PR01227	Lx	43	12	hap2	HiFi
PR01227	Lx	44	12	hap2	HiFi
PR01227	Lx	45	13	hap2	HiFi
PR01227	Lx	46	13	hap2	HiFi
PR01227	Lx	47	14	hap2	HiFi
PR01227	Lx	48	14	hap2	HiFi
PR01227	Lx	49	15	hap2	HiFi
PR01227	Lx	50	15	hap2	HiFi
PR01227	Lx	51	16	hap2	HiFi
PR01227	Lx	52	17	hap2	HiFi
PR01227	Lx	53	17	hap2	HiFi
PR01227	Lx	54	18	hap2	HiFi
PR01227	Lx	55	18	hap2	HiFi
PR01227	Lx	56	19	hap2	HiFi
PR01227	Lx	57	20	hap2	HiFi
PR01227	Lx	58	20	hap2	HiFi
PR01227	Lx	59	21	hap2	HiFi
PR01227	Lx	60	22	hap2	HiFi
PR01227	Lx	61	23	hap2	HiFi
PR01227	Lx	62	23	hap2	HiFi
PR01227	Lx	63	24	hap2	HiFi
PR01227	Lx	64	25	hap2	HiFi
PR01227	Lx	65	26	hap2	HiFi
PR01227	Lx	66	27	hap2	HiFi
PR01227	Lx	67	28	hap2	HiFi
PR01227	Lx	68	29	hap2	HiFi
PR01227	Lx	69	30	hap2	HiFi
PR01227	Lx	70	31	hap2	HiFi
PR01227	Lx	71	32	hap2	HiFi
PR01227	Lx	72	33	hap2	HiFi
PR01227	Lx	73	34	hap2	HiFi
PR01227	Lx	74	36	hap2	HiFi
PR01227	Lx	75	38	hap2	HiFi
PR01227	Lx	76	39	hap2	HiFi
PR01227	Lx	77	41	hap2	HiFi
PR01227	Lx	78	43	hap2	HiFi
PR01227	Lx	79	45	hap2	HiFi
PR01227	Lx	80	47	hap2	HiFi
PR01227	Lx	81	49	hap2	HiFi
PR01227	Lx	82	52	hap2	HiFi
PR01227	Lx	83	55	hap2	HiFi
PR01227	Lx	84	58	hap2	HiFi
PR01227	Lx	85	61	hap2	HiFi
PR01227	Lx	86	65	hap2	HiFi
PR01227	Lx	87	70	hap2	HiFi
PR01227	Lx	88	75	hap2	HiFi
PR01227	Lx	89	80	hap2	HiFi
PR01227	Lx	90	86	hap2	HiFi
PR01227	Lx	91	93	hap2	HiFi
PR01227	Lx	92	101	hap2	HiFi
PR01227	Lx	93	110	hap2	HiFi
PR01227	Lx	94	121	hap2	HiFi
PR01227	Lx	95	133	hap2	HiFi
PR01227	Lx	96	148	hap2	HiFi
PR01227	Lx	97	169	hap2	HiFi
PR01227	Lx	98	197	hap2	HiFi
PR01227	Lx	99	247	hap2	HiFi
PR01227	Lx	100	531	hap2	HiFi
PR01227	NGx	1	210544002	hap2	HiFi
PR01227	NGx	2	210544002	hap2	HiFi
