genomeName	stat	v1	v2	type	method
PR01227	Lx	14	121921640.0	hap1	HiFi
PR01227	Lx	15	121921640.0	hap1	HiFi
PR01227	Lx	16	121921640.0	hap1	HiFi
PR01227	Lx	17	121921640.0	hap1	HiFi
PR01227	Lx	18	114201073.0	hap1	HiFi
PR01227	Lx	19	114201073.0	hap1	HiFi
PR01227	Lx	20	114201073.0	hap1	HiFi
PR01227	Lx	21	114201073.0	hap1	HiFi
PR01227	Lx	22	110928542.0	hap1	HiFi
PR01227	Lx	23	110928542.0	hap1	HiFi
PR01227	Lx	24	110928542.0	hap1	HiFi
PR01227	Lx	25	110928542.0	hap1	HiFi
PR01227	Lx	26	107052048.0	hap1	HiFi
PR01227	Lx	27	107052048.0	hap1	HiFi
PR01227	Lx	28	107052048.0	hap1	HiFi
PR01227	Lx	29	87937049.0	hap1	HiFi
PR01227	Lx	30	87937049.0	hap1	HiFi
PR01227	Lx	31	87937049.0	hap1	HiFi
PR01227	Lx	32	72445317.0	hap1	HiFi
PR01227	Lx	33	72445317.0	hap1	HiFi
PR01227	Lx	34	72445317.0	hap1	HiFi
PR01227	Lx	35	70906380.0	hap1	HiFi
PR01227	Lx	36	70906380.0	hap1	HiFi
PR01227	Lx	37	65260272.0	hap1	HiFi
PR01227	Lx	38	65260272.0	hap1	HiFi
PR01227	Lx	39	62917582.0	hap1	HiFi
PR01227	Lx	40	62917582.0	hap1	HiFi
PR01227	Lx	41	56483615.0	hap1	HiFi
PR01227	Lx	42	56483615.0	hap1	HiFi
PR01227	Lx	43	52173600.0	hap1	HiFi
PR01227	Lx	44	52173600.0	hap1	HiFi
PR01227	Lx	45	48396939.0	hap1	HiFi
PR01227	Lx	46	48396939.0	hap1	HiFi
PR01227	Lx	47	46564981.0	hap1	HiFi
PR01227	Lx	48	43571814.0	hap1	HiFi
PR01227	Lx	49	43571814.0	hap1	HiFi
PR01227	Lx	50	41101977.0	hap1	HiFi
PR01227	Lx	51	39074555.0	hap1	HiFi
PR01227	Lx	52	38624588.0	hap1	HiFi
PR01227	Lx	53	38624588.0	hap1	HiFi
PR01227	Lx	54	38620244.0	hap1	HiFi
PR01227	Lx	55	38541641.0	hap1	HiFi
PR01227	Lx	56	38308808.0	hap1	HiFi
PR01227	Lx	57	38018297.0	hap1	HiFi
PR01227	Lx	58	38018297.0	hap1	HiFi
PR01227	Lx	59	37484603.0	hap1	HiFi
PR01227	Lx	60	36352493.0	hap1	HiFi
PR01227	Lx	61	35102662.0	hap1	HiFi
PR01227	Lx	62	33628500.0	hap1	HiFi
PR01227	Lx	63	33061205.0	hap1	HiFi
PR01227	Lx	64	33061205.0	hap1	HiFi
PR01227	Lx	65	30803128.0	hap1	HiFi
PR01227	Lx	66	29844159.0	hap1	HiFi
PR01227	Lx	67	28632912.0	hap1	HiFi
PR01227	Lx	68	28071265.0	hap1	HiFi
PR01227	Lx	69	24666027.0	hap1	HiFi
PR01227	Lx	70	23672821.0	hap1	HiFi
PR01227	Lx	71	22496560.0	hap1	HiFi
PR01227	Lx	72	21790219.0	hap1	HiFi
PR01227	Lx	73	20705144.0	hap1	HiFi
PR01227	Lx	74	20611433.0	hap1	HiFi
PR01227	Lx	75	17770686.0	hap1	HiFi
PR01227	Lx	76	16352716.0	hap1	HiFi
PR01227	Lx	77	15848503.0	hap1	HiFi
PR01227	Lx	78	14944538.0	hap1	HiFi
PR01227	Lx	79	13946108.0	hap1	HiFi
PR01227	Lx	80	12617750.0	hap1	HiFi
PR01227	Lx	81	11756940.0	hap1	HiFi
PR01227	Lx	82	10983003.0	hap1	HiFi
PR01227	Lx	83	10386746.0	hap1	HiFi
PR01227	Lx	84	9727567.0	hap1	HiFi
PR01227	Lx	85	8551519.0	hap1	HiFi
PR01227	Lx	86	7478838.0	hap1	HiFi
PR01227	Lx	87	7110064.0	hap1	HiFi
PR01227	Lx	88	5604630.0	hap1	HiFi
PR01227	Lx	89	5241832.0	hap1	HiFi
PR01227	Lx	90	4698739.0	hap1	HiFi
PR01227	Lx	91	4250171.0	hap1	HiFi
PR01227	Lx	92	3556133.0	hap1	HiFi
PR01227	Lx	93	3010006.0	hap1	HiFi
PR01227	Lx	94	2619447.0	hap1	HiFi
PR01227	Lx	95	1997794.0	hap1	HiFi
PR01227	Lx	96	1559045.0	hap1	HiFi
PR01227	Lx	97	1141632.0	hap1	HiFi
PR01227	Lx	98	831411.0	hap1	HiFi
PR01227	Lx	99	337396.0	hap1	HiFi
PR01227	Lx	100	11041.0	hap1	HiFi
PR01227	NGx	1	135230377.0	hap1	HiFi
PR01227	NGx	2	135230377.0	hap1	HiFi
PR01227	NGx	3	135230377.0	hap1	HiFi
PR01227	NGx	4	135230377.0	hap1	HiFi
PR01227	NGx	5	134678745.0	hap1	HiFi
PR01227	NGx	6	134678745.0	hap1	HiFi
PR01227	NGx	7	134678745.0	hap1	HiFi
PR01227	NGx	8	134678745.0	hap1	HiFi
PR01227	NGx	9	134581458.0	hap1	HiFi
PR01227	NGx	10	134581458.0	hap1	HiFi
PR01227	NGx	11	134581458.0	hap1	HiFi
PR01227	NGx	12	134581458.0	hap1	HiFi
PR01227	NGx	13	134581458.0	hap1	HiFi
PR01227	NGx	14	121921640.0	hap1	HiFi
PR01227	NGx	15	121921640.0	hap1	HiFi
PR01227	NGx	16	121921640.0	hap1	HiFi
PR01227	NGx	17	114201073.0	hap1	HiFi
PR01227	NGx	18	114201073.0	hap1	HiFi
PR01227	NGx	19	114201073.0	hap1	HiFi
PR01227	NGx	20	114201073.0	hap1	HiFi
PR01227	NGx	21	110928542.0	hap1	HiFi
PR01227	NGx	22	110928542.0	hap1	HiFi
PR01227	NGx	23	110928542.0	hap1	HiFi
PR01227	NGx	24	110928542.0	hap1	HiFi
PR01227	NGx	25	107052048.0	hap1	HiFi
PR01227	NGx	26	107052048.0	hap1	HiFi
PR01227	NGx	27	107052048.0	hap1	HiFi
PR01227	NGx	28	87937049.0	hap1	HiFi
PR01227	NGx	29	87937049.0	hap1	HiFi
PR01227	NGx	30	87937049.0	hap1	HiFi
PR01227	NGx	31	72445317.0	hap1	HiFi
PR01227	NGx	32	72445317.0	hap1	HiFi
PR01227	NGx	33	70906380.0	hap1	HiFi
PR01227	NGx	34	70906380.0	hap1	HiFi
PR01227	NGx	35	70906380.0	hap1	HiFi
PR01227	NGx	36	65260272.0	hap1	HiFi
PR01227	NGx	37	65260272.0	hap1	HiFi
PR01227	NGx	38	62917582.0	hap1	HiFi
PR01227	NGx	39	62917582.0	hap1	HiFi
PR01227	NGx	40	56483615.0	hap1	HiFi
PR01227	NGx	41	56483615.0	hap1	HiFi
PR01227	NGx	42	52173600.0	hap1	HiFi
PR01227	NGx	43	48396939.0	hap1	HiFi
PR01227	NGx	44	48396939.0	hap1	HiFi
PR01227	NGx	45	46564981.0	hap1	HiFi
PR01227	NGx	46	43571814.0	hap1	HiFi
PR01227	NGx	47	43571814.0	hap1	HiFi
PR01227	NGx	48	41101977.0	hap1	HiFi
PR01227	NGx	49	39074555.0	hap1	HiFi
PR01227	NGx	50	38624588.0	hap1	HiFi
PR01227	NGx	51	38624588.0	hap1	HiFi
PR01227	NGx	52	38620244.0	hap1	HiFi
PR01227	NGx	53	38541641.0	hap1	HiFi
PR01227	NGx	54	38308808.0	hap1	HiFi
PR01227	NGx	55	38018297.0	hap1	HiFi
PR01227	NGx	56	38018297.0	hap1	HiFi
PR01227	NGx	57	37484603.0	hap1	HiFi
PR01227	NGx	58	36352493.0	hap1	HiFi
PR01227	NGx	59	35102662.0	hap1	HiFi
PR01227	NGx	60	33628500.0	hap1	HiFi
PR01227	NGx	61	33061205.0	hap1	HiFi
PR01227	NGx	62	30803128.0	hap1	HiFi
PR01227	NGx	63	29844159.0	hap1	HiFi
PR01227	NGx	64	28632912.0	hap1	HiFi
PR01227	NGx	65	28071265.0	hap1	HiFi
PR01227	NGx	66	25233478.0	hap1	HiFi
PR01227	NGx	67	24666027.0	hap1	HiFi
PR01227	NGx	68	22496560.0	hap1	HiFi
PR01227	NGx	69	22491309.0	hap1	HiFi
PR01227	NGx	70	21790219.0	hap1	HiFi
PR01227	NGx	71	20611433.0	hap1	HiFi
PR01227	NGx	72	17770686.0	hap1	HiFi
PR01227	NGx	73	16774616.0	hap1	HiFi
PR01227	NGx	74	16152032.0	hap1	HiFi
PR01227	NGx	75	14944538.0	hap1	HiFi
PR01227	NGx	76	14021804.0	hap1	HiFi
PR01227	NGx	77	12617750.0	hap1	HiFi
PR01227	NGx	78	11756940.0	hap1	HiFi
PR01227	NGx	79	10983003.0	hap1	HiFi
PR01227	NGx	80	10386746.0	hap1	HiFi
PR01227	NGx	81	9622759.0	hap1	HiFi
PR01227	NGx	82	8551519.0	hap1	HiFi
PR01227	NGx	83	7459021.0	hap1	HiFi
PR01227	NGx	84	6202953.0	hap1	HiFi
PR01227	NGx	85	5476358.0	hap1	HiFi
PR01227	NGx	86	4965524.0	hap1	HiFi
PR01227	NGx	87	4614822.0	hap1	HiFi
PR01227	NGx	88	4008987.0	hap1	HiFi
PR01227	NGx	89	3349531.0	hap1	HiFi
PR01227	NGx	90	2824285.0	hap1	HiFi
PR01227	NGx	91	2280706.0	hap1	HiFi
PR01227	NGx	92	1764027.0	hap1	HiFi
PR01227	NGx	93	1283768.0	hap1	HiFi
PR01227	NGx	94	1019649.0	hap1	HiFi
PR01227	NGx	95	484230.0	hap1	HiFi
PR01227	NGx	96	65890.0	hap1	HiFi
PR01227	NGx	97	0.0	hap1	HiFi
PR01227	NGx	98	0.0	hap1	HiFi
PR01227	NGx	99	0.0	hap1	HiFi
PR01227	NGx	100	0.0	hap1	HiFi
PR01227	LGx	1	1.0	hap1	HiFi
PR01227	LGx	2	1.0	hap1	HiFi
PR01227	LGx	3	1.0	hap1	HiFi
PR01227	LGx	4	1.0	hap1	HiFi
PR01227	LGx	5	2.0	hap1	HiFi
PR01227	LGx	6	2.0	hap1	HiFi
PR01227	LGx	7	2.0	hap1	HiFi
PR01227	LGx	8	2.0	hap1	HiFi
PR01227	LGx	9	3.0	hap1	HiFi
PR01227	LGx	10	3.0	hap1	HiFi
PR01227	LGx	11	3.0	hap1	HiFi
PR01227	LGx	12	3.0	hap1	HiFi
PR01227	LGx	13	3.0	hap1	HiFi
PR01227	LGx	14	4.0	hap1	HiFi
PR01227	LGx	15	4.0	hap1	HiFi
PR01227	LGx	16	4.0	hap1	HiFi
PR01227	LGx	17	5.0	hap1	HiFi
PR01227	LGx	18	5.0	hap1	HiFi
PR01227	LGx	19	5.0	hap1	HiFi
PR01227	LGx	20	5.0	hap1	HiFi
PR01227	LGx	21	6.0	hap1	HiFi
PR01227	LGx	22	6.0	hap1	HiFi
PR01227	LGx	23	6.0	hap1	HiFi
PR01227	LGx	24	6.0	hap1	HiFi
PR01227	LGx	25	7.0	hap1	HiFi
PR01227	LGx	26	7.0	hap1	HiFi
PR01227	LGx	27	7.0	hap1	HiFi
PR01227	LGx	28	8.0	hap1	HiFi
PR01227	LGx	29	8.0	hap1	HiFi
PR01227	LGx	30	8.0	hap1	HiFi
PR01227	LGx	31	9.0	hap1	HiFi
PR01227	LGx	32	9.0	hap1	HiFi
PR01227	LGx	33	10.0	hap1	HiFi
PR01227	LGx	34	10.0	hap1	HiFi
PR01227	LGx	35	10.0	hap1	HiFi
PR01227	LGx	36	11.0	hap1	HiFi
PR01227	LGx	37	11.0	hap1	HiFi
PR01227	LGx	38	12.0	hap1	HiFi
PR01227	LGx	39	12.0	hap1	HiFi
PR01227	LGx	40	13.0	hap1	HiFi
PR01227	LGx	41	13.0	hap1	HiFi
PR01227	LGx	42	14.0	hap1	HiFi
PR01227	LGx	43	15.0	hap1	HiFi
PR01227	LGx	44	15.0	hap1	HiFi
PR01227	LGx	45	16.0	hap1	HiFi
PR01227	LGx	46	17.0	hap1	HiFi
PR01227	LGx	47	17.0	hap1	HiFi
PR01227	LGx	48	18.0	hap1	HiFi
PR01227	LGx	49	19.0	hap1	HiFi
PR01227	LGx	50	20.0	hap1	HiFi
PR01227	LGx	51	20.0	hap1	HiFi
PR01227	LGx	52	21.0	hap1	HiFi
PR01227	LGx	53	22.0	hap1	HiFi
PR01227	LGx	54	23.0	hap1	HiFi
PR01227	LGx	55	24.0	hap1	HiFi
PR01227	LGx	56	24.0	hap1	HiFi
PR01227	LGx	57	25.0	hap1	HiFi
PR01227	LGx	58	26.0	hap1	HiFi
PR01227	LGx	59	27.0	hap1	HiFi
PR01227	LGx	60	28.0	hap1	HiFi
PR01227	LGx	61	29.0	hap1	HiFi
PR01227	LGx	62	30.0	hap1	HiFi
PR01227	LGx	63	31.0	hap1	HiFi
PR01227	LGx	64	32.0	hap1	HiFi
PR01227	LGx	65	33.0	hap1	HiFi
PR01227	LGx	66	34.0	hap1	HiFi
PR01227	LGx	67	35.0	hap1	HiFi
PR01227	LGx	68	37.0	hap1	HiFi
PR01227	LGx	69	38.0	hap1	HiFi
PR01227	LGx	70	39.0	hap1	HiFi
PR01227	LGx	71	41.0	hap1	HiFi
PR01227	LGx	72	43.0	hap1	HiFi
PR01227	LGx	73	44.0	hap1	HiFi
PR01227	LGx	74	46.0	hap1	HiFi
PR01227	LGx	75	48.0	hap1	HiFi
PR01227	LGx	76	50.0	hap1	HiFi
PR01227	LGx	77	53.0	hap1	HiFi
PR01227	LGx	78	55.0	hap1	HiFi
PR01227	LGx	79	58.0	hap1	HiFi
PR01227	LGx	80	61.0	hap1	HiFi
PR01227	LGx	81	64.0	hap1	HiFi
PR01227	LGx	82	67.0	hap1	HiFi
PR01227	LGx	83	71.0	hap1	HiFi
PR01227	LGx	84	76.0	hap1	HiFi
PR01227	LGx	85	81.0	hap1	HiFi
PR01227	LGx	86	87.0	hap1	HiFi
PR01227	LGx	87	93.0	hap1	HiFi
PR01227	LGx	88	101.0	hap1	HiFi
PR01227	LGx	89	109.0	hap1	HiFi
PR01227	LGx	90	119.0	hap1	HiFi
PR01227	LGx	91	132.0	hap1	HiFi
PR01227	LGx	92	147.0	hap1	HiFi
PR01227	LGx	93	168.0	hap1	HiFi
PR01227	LGx	94	195.0	hap1	HiFi
PR01227	LGx	95	236.0	hap1	HiFi
PR01227	LGx	96	402.0	hap1	HiFi
PR01227	LGx	97	670.0	hap1	HiFi
PR01227	LGx	98	670.0	hap1	HiFi
PR01227	LGx	99	670.0	hap1	HiFi
PR01227	LGx	100	670.0	hap1	HiFi
PR01227	auN	3125594602	352.85294	hap2	HiFi
PR01227	auNG	3100000000	355.7662	hap2	HiFi
PR01227	Nx	1	210544002.0	hap2	HiFi
PR01227	Nx	2	210544002.0	hap2	HiFi
PR01227	Nx	3	210544002.0	hap2	HiFi
PR01227	Nx	4	210544002.0	hap2	HiFi
PR01227	Nx	5	210544002.0	hap2	HiFi
PR01227	Nx	6	210544002.0	hap2	HiFi
PR01227	Nx	7	191644516.0	hap2	HiFi
PR01227	Nx	8	191644516.0	hap2	HiFi
PR01227	Nx	9	191644516.0	hap2	HiFi
PR01227	Nx	10	191644516.0	hap2	HiFi
PR01227	Nx	11	191644516.0	hap2	HiFi
PR01227	Nx	12	191644516.0	hap2	HiFi
PR01227	Nx	13	124074563.0	hap2	HiFi
PR01227	Nx	14	124074563.0	hap2	HiFi
PR01227	Nx	15	124074563.0	hap2	HiFi
PR01227	Nx	16	124074563.0	hap2	HiFi
PR01227	Nx	17	111935090.0	hap2	HiFi
PR01227	Nx	18	111935090.0	hap2	HiFi
PR01227	Nx	19	111935090.0	hap2	HiFi
PR01227	Nx	20	111935090.0	hap2	HiFi
PR01227	Nx	21	110900415.0	hap2	HiFi
PR01227	Nx	22	110900415.0	hap2	HiFi
PR01227	Nx	23	110900415.0	hap2	HiFi
PR01227	Nx	24	106920619.0	hap2	HiFi
PR01227	Nx	25	106920619.0	hap2	HiFi
PR01227	Nx	26	106920619.0	hap2	HiFi
PR01227	Nx	27	106920619.0	hap2	HiFi
PR01227	Nx	28	98809936.0	hap2	HiFi
PR01227	Nx	29	98809936.0	hap2	HiFi
PR01227	Nx	30	98809936.0	hap2	HiFi
PR01227	Nx	31	96947681.0	hap2	HiFi
PR01227	Nx	32	96947681.0	hap2	HiFi
PR01227	Nx	33	96947681.0	hap2	HiFi
PR01227	Nx	34	93950419.0	hap2	HiFi
PR01227	Nx	35	93950419.0	hap2	HiFi
PR01227	Nx	36	93950419.0	hap2	HiFi
PR01227	Nx	37	78183186.0	hap2	HiFi
PR01227	Nx	38	78183186.0	hap2	HiFi
PR01227	Nx	39	78183186.0	hap2	HiFi
PR01227	Nx	40	76149146.0	hap2	HiFi
PR01227	Nx	41	76149146.0	hap2	HiFi
PR01227	Nx	42	75763620.0	hap2	HiFi
PR01227	Nx	43	75763620.0	hap2	HiFi
PR01227	Nx	44	75763620.0	hap2	HiFi
PR01227	Nx	45	68228012.0	hap2	HiFi
PR01227	Nx	46	68228012.0	hap2	HiFi
PR01227	Nx	47	60376644.0	hap2	HiFi
PR01227	Nx	48	60376644.0	hap2	HiFi
PR01227	Nx	49	59838634.0	hap2	HiFi
PR01227	Nx	50	59838634.0	hap2	HiFi
PR01227	Nx	51	57548616.0	hap2	HiFi
PR01227	Nx	52	54360536.0	hap2	HiFi
PR01227	Nx	53	54360536.0	hap2	HiFi
PR01227	Nx	54	53943289.0	hap2	HiFi
PR01227	Nx	55	53943289.0	hap2	HiFi
PR01227	Nx	56	43756873.0	hap2	HiFi
PR01227	Nx	57	42903804.0	hap2	HiFi
PR01227	Nx	58	42903804.0	hap2	HiFi
PR01227	Nx	59	42210743.0	hap2	HiFi
PR01227	Nx	60	41096743.0	hap2	HiFi
PR01227	Nx	61	39375017.0	hap2	HiFi
PR01227	Nx	62	39375017.0	hap2	HiFi
PR01227	Nx	63	37472214.0	hap2	HiFi
PR01227	Nx	64	36956557.0	hap2	HiFi
PR01227	Nx	65	35645046.0	hap2	HiFi
PR01227	Nx	66	34440608.0	hap2	HiFi
PR01227	Nx	67	31306360.0	hap2	HiFi
PR01227	Nx	68	30089679.0	hap2	HiFi
PR01227	Nx	69	29432757.0	hap2	HiFi
PR01227	Nx	70	29381606.0	hap2	HiFi
PR01227	Nx	71	28907569.0	hap2	HiFi
PR01227	Nx	72	27827802.0	hap2	HiFi
PR01227	Nx	73	21415499.0	hap2	HiFi
PR01227	Nx	74	19878700.0	hap2	HiFi
PR01227	Nx	75	19687583.0	hap2	HiFi
PR01227	Nx	76	19438594.0	hap2	HiFi
PR01227	Nx	77	17558018.0	hap2	HiFi
PR01227	Nx	78	17287150.0	hap2	HiFi
PR01227	Nx	79	14640416.0	hap2	HiFi
PR01227	Nx	80	13947604.0	hap2	HiFi
PR01227	Nx	81	12325803.0	hap2	HiFi
PR01227	Nx	82	11328208.0	hap2	HiFi
PR01227	Nx	83	10515158.0	hap2	HiFi
PR01227	Nx	84	9511254.0	hap2	HiFi
PR01227	Nx	85	8319090.0	hap2	HiFi
PR01227	Nx	86	7767075.0	hap2	HiFi
PR01227	Nx	87	6642819.0	hap2	HiFi
PR01227	Nx	88	6159885.0	hap2	HiFi
PR01227	Nx	89	5403601.0	hap2	HiFi
PR01227	Nx	90	4904846.0	hap2	HiFi
PR01227	Nx	91	4205430.0	hap2	HiFi
PR01227	Nx	92	3600624.0	hap2	HiFi
PR01227	Nx	93	3105453.0	hap2	HiFi
PR01227	Nx	94	2716416.0	hap2	HiFi
PR01227	Nx	95	2355422.0	hap2	HiFi
PR01227	Nx	96	1762643.0	hap2	HiFi
PR01227	Nx	97	1354192.0	hap2	HiFi
PR01227	Nx	98	878783.0	hap2	HiFi
PR01227	Nx	99	383544.0	hap2	HiFi
PR01227	Nx	100	11426.0	hap2	HiFi
PR01227	Lx	1	210544002.0	hap2	HiFi
PR01227	Lx	2	210544002.0	hap2	HiFi
PR01227	Lx	3	210544002.0	hap2	HiFi
PR01227	Lx	4	210544002.0	hap2	HiFi
PR01227	Lx	5	210544002.0	hap2	HiFi
PR01227	Lx	6	210544002.0	hap2	HiFi
PR01227	Lx	7	191644516.0	hap2	HiFi
PR01227	Lx	8	191644516.0	hap2	HiFi
PR01227	Lx	9	191644516.0	hap2	HiFi
PR01227	Lx	10	191644516.0	hap2	HiFi
PR01227	Lx	11	191644516.0	hap2	HiFi
PR01227	Lx	12	191644516.0	hap2	HiFi
PR01227	Lx	13	124074563.0	hap2	HiFi
PR01227	Lx	14	124074563.0	hap2	HiFi
PR01227	Lx	15	124074563.0	hap2	HiFi
PR01227	Lx	16	124074563.0	hap2	HiFi
PR01227	Lx	17	111935090.0	hap2	HiFi
PR01227	Lx	18	111935090.0	hap2	HiFi
PR01227	Lx	19	111935090.0	hap2	HiFi
PR01227	Lx	20	111935090.0	hap2	HiFi
PR01227	Lx	21	110900415.0	hap2	HiFi
PR01227	Lx	22	110900415.0	hap2	HiFi
PR01227	Lx	23	110900415.0	hap2	HiFi
PR01227	Lx	24	106920619.0	hap2	HiFi
PR01227	Lx	25	106920619.0	hap2	HiFi
PR01227	Lx	26	106920619.0	hap2	HiFi
PR01227	Lx	27	106920619.0	hap2	HiFi
PR01227	Lx	28	98809936.0	hap2	HiFi
PR01227	Lx	29	98809936.0	hap2	HiFi
PR01227	Lx	30	98809936.0	hap2	HiFi
PR01227	Lx	31	96947681.0	hap2	HiFi
PR01227	Lx	32	96947681.0	hap2	HiFi
PR01227	Lx	33	96947681.0	hap2	HiFi
PR01227	Lx	34	93950419.0	hap2	HiFi
PR01227	Lx	35	93950419.0	hap2	HiFi
PR01227	Lx	36	93950419.0	hap2	HiFi
PR01227	Lx	37	78183186.0	hap2	HiFi
PR01227	Lx	38	78183186.0	hap2	HiFi
PR01227	Lx	39	78183186.0	hap2	HiFi
PR01227	Lx	40	76149146.0	hap2	HiFi
PR01227	Lx	41	76149146.0	hap2	HiFi
