pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	in_Cen	in_Telo	in_CenSat	in_SegDup	region
Central	chr10_hap1_hsa12	5100001	5110000	0.118473895582329	166	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	5110001	5120000	0.155555555555556	15	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	5140001	5150000	0.176470588235294	17	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	5150001	5160000	0.260869565217391	23	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	5600001	5610000	0.248062015503876	43	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	5610001	5620000	0.0972222222222222	36	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	5620001	5630000	0.121621621621622	37	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	6630001	6640000	0.153846153846154	39	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	6640001	6650000	0.119047619047619	21	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	6670001	6680000	0.154761904761905	14	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	6680001	6690000	0.073170731707317	41	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	6690001	6700000	0.124031007751938	344	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	6700001	6710000	0.11646884272997	491	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	6710001	6720000	0.0807453416149068	36	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	6720001	6730000	0.171296296296296	72	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	6730001	6740000	0.114607614607615	429	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	6740001	6750000	0.103805394990366	692	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	6820001	6830000	0.172335600907029	76	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	6830001	6840000	0.111111111111111	15	FALSE	FALSE	TRUE	TRUE	CenSat
Central	chr10_hap1_hsa12	6940001	6950000	0.0336684948202315	1094	FALSE	FALSE	TRUE	TRUE	CenSat
Central	chr10_hap1_hsa12	6950001	6960000	0.0512820512820512	39	FALSE	FALSE	FALSE	TRUE	SegDup
Central	chr10_hap1_hsa12	6990001	7000000	0.0224089635854341	1309	FALSE	FALSE	FALSE	TRUE	SegDup
Central	chr10_hap1_hsa12	7060001	7070000	0.0273224043715847	976	FALSE	FALSE	TRUE	TRUE	CenSat
Central	chr10_hap1_hsa12	7070001	7080000	0.142891712038717	2875	FALSE	FALSE	TRUE	TRUE	CenSat
Central	chr10_hap1_hsa12	7080001	7090000	0.136604450240443	2074	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	7090001	7100000	0.0473266820158608	6515	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	7130001	7140000	0.0163581750284137	4106	FALSE	FALSE	FALSE	TRUE	SegDup
Central	chr10_hap1_hsa12	7140001	7150000	0.0593607305936073	73	FALSE	FALSE	FALSE	FALSE	Other
Central	chr10_hap1_hsa12	7150001	7160000	0.0190114068441064	83	FALSE	FALSE	FALSE	FALSE	Other
Central	chr10_hap1_hsa12	7160001	7170000	0.0282485875706214	47	FALSE	FALSE	FALSE	FALSE	Other
Central	chr10_hap1_hsa12	14460001	14470000	0.017924023542001	3738	FALSE	FALSE	FALSE	FALSE	Other
Central	chr10_hap1_hsa12	15560001	15570000	0.0310884424551542	9607	FALSE	FALSE	TRUE	TRUE	CenSat
Central	chr10_hap1_hsa12	16310001	16320000	0.0389994158677799	9701	FALSE	FALSE	FALSE	FALSE	Other
Central	chr10_hap1_hsa12	17520001	17530000	0.0278289510411433	5971	FALSE	FALSE	FALSE	TRUE	SegDup
Central	chr10_hap1_hsa12	17540001	17550000	0.0161651917404129	2825	FALSE	FALSE	FALSE	TRUE	SegDup
Central	chr10_hap1_hsa12	37970001	37980000	0.0237090302746078	6397	FALSE	FALSE	FALSE	FALSE	Other
Central	chr10_hap1_hsa12	48470001	48480000	0.018753142282554	9945	FALSE	FALSE	FALSE	FALSE	Other
Central	chr10_hap1_hsa12	52650001	52660000	0.0184812184176119	9433	FALSE	FALSE	FALSE	FALSE	Other
Central	chr10_hap1_hsa12	53690001	53700000	0.0168265813788201	9380	FALSE	FALSE	FALSE	FALSE	Other
Central	chr10_hap1_hsa12	53900001	53910000	0.0181642124945741	9983	FALSE	FALSE	FALSE	FALSE	Other
Central	chr10_hap1_hsa12	55380001	55390000	0.0525536952477591	7884	FALSE	FALSE	FALSE	FALSE	Other
Central	chr10_hap1_hsa12	57850001	57860000	0.0644212234959926	9857	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	57910001	57920000	0.0350930832993613	9812	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	57920001	57930000	0.103193895810122	9873	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	58020001	58030000	0.0580539344700003	8739	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	58030001	58040000	0.181976722840254	9079	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	58040001	58050000	0.0902342116269343	3188	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	58060001	58070000	0.0198361362656317	773	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	58110001	58120000	0.0581735159817351	1825	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	58120001	58130000	0.0437766209181258	2113	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	58140001	58150000	0.0254125412541254	1515	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	58170001	58180000	0.113514656144307	7096	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	58360001	58370000	0.060444496523709	8534	FALSE	FALSE	TRUE	TRUE	CenSat
Central	chr10_hap1_hsa12	58370001	58380000	0.078338751185155	9844	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	58380001	58390000	0.058282492142725	7212	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	58390001	58400000	0.0231355562271246	9927	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	58440001	58450000	0.127720120522263	5974	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	58450001	58460000	0.0498541100714357	9939	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	58470001	58480000	0.0372950133868808	7968	TRUE	FALSE	TRUE	FALSE	Centromere
Central	chr10_hap1_hsa12	58480001	58490000	0.0199422723694568	7622	TRUE	FALSE	TRUE	FALSE	Centromere
Central	chr10_hap1_hsa12	58490001	58500000	0.0815760266370699	3604	TRUE	FALSE	TRUE	FALSE	Centromere
Central	chr10_hap1_hsa12	58500001	58510000	0.141403922891024	3443	TRUE	FALSE	TRUE	FALSE	Centromere
Central	chr10_hap1_hsa12	60620001	60630000	0.0922865013774104	121	TRUE	FALSE	TRUE	FALSE	Centromere
Central	chr10_hap1_hsa12	60680001	60690000	0.0795271049596309	2890	TRUE	FALSE	TRUE	FALSE	Centromere
Central	chr10_hap1_hsa12	60690001	60700000	0.0413853463365841	9331	TRUE	FALSE	TRUE	FALSE	Centromere
Central	chr10_hap1_hsa12	60730001	60740000	0.0178107923497267	9760	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	60740001	60750000	0.0245374094931617	9944	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	61060001	61070000	0.0319329730464634	9807	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	61080001	61090000	0.0559704037097654	9776	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	61090001	61100000	0.167195968834688	7872	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	61100001	61110000	0.176313474107592	5304	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	85380001	85390000	0.0187043484196873	9766	FALSE	FALSE	FALSE	FALSE	Other
Central	chr10_hap1_hsa12	94190001	94200000	0.0453780898054702	9116	FALSE	FALSE	FALSE	FALSE	Other
Central	chr10_hap1_hsa12	94380001	94390000	0.0213046953741354	9591	FALSE	FALSE	FALSE	FALSE	Other
Central	chr10_hap1_hsa12	111630001	111640000	0.0262521588946459	9650	FALSE	FALSE	FALSE	FALSE	Other
Central	chr10_hap1_hsa12	114660001	114670000	0.0236544129052272	8596	FALSE	FALSE	TRUE	FALSE	CenSat
Central	chr10_hap1_hsa12	138410001	138420000	0.0634920634920634	63	FALSE	FALSE	FALSE	FALSE	Other
Eastern	chr10_hap1_hsa12	10001	20000	0.169547325102881	81	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr10_hap1_hsa12	60001	70000	0.0613333333333333	25	FALSE	FALSE	FALSE	TRUE	SegDup
Eastern	chr10_hap1_hsa12	190001	200000	0.140043763676149	457	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr10_hap1_hsa12	200001	210000	0.226086956521739	23	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	210001	220000	0.1875	24	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	1220001	1230000	0.116079923882017	71	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	1960001	1970000	0.141025641025641	39	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	1970001	1980000	0.114035087719298	76	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	2230001	2240000	0.168888888888889	15	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	2360001	2370000	0.106666666666667	15	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	2480001	2490000	0.152380952380952	7	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	2490001	2500000	0.147126436781609	58	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	3990001	4000000	0.133333333333333	9	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	4000001	4010000	0.114814814814815	18	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	4040001	4050000	0.0732510288065843	81	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	4090001	4100000	0.11869918699187	205	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	4100001	4110000	0.0921641791044776	536	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	4130001	4140000	0.133333333333333	34	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	4140001	4150000	0.128155339805825	103	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	4150001	4160000	0.2	11	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	4680001	4690000	0.0941176470588235	51	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	4690001	4700000	0.143010752688172	124	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	4700001	4710000	0.0814814814814814	18	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	5030001	5040000	0.0385185185185185	45	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	5090001	5100000	0.139259259259259	90	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	5100001	5110000	0.134939759036145	166	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	5110001	5120000	0.0711111111111111	15	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	5140001	5150000	0.0392156862745098	17	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	5150001	5160000	0.126623376623377	26	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	5240001	5250000	0.144444444444444	6	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	5600001	5610000	0.192248062015504	43	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	5610001	5620000	0.0666666666666666	36	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	5620001	5630000	0.133333333333333	37	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	6630001	6640000	0.158974358974359	39	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	6640001	6650000	0.171428571428571	21	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	6680001	6690000	0.0455284552845528	41	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	6690001	6700000	0.151550387596899	344	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	6700001	6710000	0.115959760739532	491	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	6710001	6720000	0.0846023688663282	197	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	6720001	6730000	0.159259259259259	72	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	6730001	6740000	0.113131313131313	429	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	6740001	6750000	0.115895953757225	692	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	6820001	6830000	0.141527001862197	76	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	6830001	6840000	0.0222222222222222	15	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr10_hap1_hsa12	6940001	6950000	0.102260629970568	1094	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr10_hap1_hsa12	6950001	6960000	0.017094017094017	39	FALSE	FALSE	FALSE	TRUE	SegDup
Eastern	chr10_hap1_hsa12	6990001	7000000	0.0192513368983957	1309	FALSE	FALSE	FALSE	TRUE	SegDup
Eastern	chr10_hap1_hsa12	7070001	7080000	0.108382039150199	2875	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr10_hap1_hsa12	7080001	7090000	0.0561877209900353	2074	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	7090001	7100000	0.0414837554361729	6515	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	7140001	7150000	0.0493150684931506	73	FALSE	FALSE	FALSE	FALSE	Other
Eastern	chr10_hap1_hsa12	15480001	15490000	0.0154361867386149	8154	FALSE	FALSE	FALSE	TRUE	SegDup
Eastern	chr10_hap1_hsa12	15560001	15570000	0.0326428645779119	9607	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr10_hap1_hsa12	16310001	16320000	0.0350410610589973	9701	FALSE	FALSE	FALSE	FALSE	Other
Eastern	chr10_hap1_hsa12	17520001	17530000	0.0255233629207837	5971	FALSE	FALSE	FALSE	TRUE	SegDup
Eastern	chr10_hap1_hsa12	40410001	40420000	0.0217294505298779	7486	FALSE	FALSE	FALSE	FALSE	Other
Eastern	chr10_hap1_hsa12	45370001	45380000	0.0173202957978481	9511	FALSE	FALSE	FALSE	FALSE	Other
Eastern	chr10_hap1_hsa12	52650001	52660000	0.0164175412558747	9433	FALSE	FALSE	FALSE	FALSE	Other
Eastern	chr10_hap1_hsa12	53690001	53700000	0.0184506041222459	9380	FALSE	FALSE	FALSE	FALSE	Other
Eastern	chr10_hap1_hsa12	53900001	53910000	0.015566462987078	9983	FALSE	FALSE	FALSE	FALSE	Other
Eastern	chr10_hap1_hsa12	55330001	55340000	0.0387468648958994	9885	FALSE	FALSE	FALSE	FALSE	Other
Eastern	chr10_hap1_hsa12	55340001	55350000	0.0372222222222222	5133	FALSE	FALSE	FALSE	FALSE	Other
Eastern	chr10_hap1_hsa12	57850001	57860000	0.0550877548949984	9857	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	57910001	57920000	0.0288017180449083	9812	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	57920001	57930000	0.0822850197508356	9873	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	57970001	57980000	0.0491709199247844	6613	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	57980001	57990000	0.181723183029416	4824	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	57990001	58000000	0.0160253620034241	9285	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	58020001	58030000	0.030257255332784	8739	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	58030001	58040000	0.0607849616330726	9079	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	58040001	58050000	0.145975558364939	3188	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	58050001	58060000	0.0230038191668887	1710	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	58140001	58150000	0.0254125412541254	1515	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	58160001	58170000	0.119489327747856	3513	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	58170001	58180000	0.0493653164961336	7096	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	58360001	58370000	0.0203760807787653	8530	FALSE	FALSE	TRUE	TRUE	CenSat
Eastern	chr10_hap1_hsa12	58370001	58380000	0.04245590221363	9844	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	58430001	58440000	0.0319358267264161	9701	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	58440001	58450000	0.088907488003571	5974	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	58450001	58460000	0.0615216549587919	9934	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	58470001	58480000	0.0207245649263721	7968	TRUE	FALSE	TRUE	FALSE	Centromere
Eastern	chr10_hap1_hsa12	58490001	58500000	0.0767665556788753	3604	TRUE	FALSE	TRUE	FALSE	Centromere
Eastern	chr10_hap1_hsa12	58500001	58510000	0.0801820118114047	3443	TRUE	FALSE	TRUE	FALSE	Centromere
Eastern	chr10_hap1_hsa12	60620001	60630000	0.0473829201101928	121	TRUE	FALSE	TRUE	FALSE	Centromere
Eastern	chr10_hap1_hsa12	60690001	60700000	0.0396599149787446	9331	TRUE	FALSE	TRUE	FALSE	Centromere
Eastern	chr10_hap1_hsa12	61080001	61090000	0.0288461538461538	9776	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	61090001	61100000	0.125169376693767	7872	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	61100001	61110000	0.134288587229764	5304	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	64570001	64580000	0.016255267910897	9966	FALSE	FALSE	FALSE	FALSE	Other
Eastern	chr10_hap1_hsa12	85380001	85390000	0.0205201720253942	9766	FALSE	FALSE	FALSE	FALSE	Other
Eastern	chr10_hap1_hsa12	94190001	94200000	0.0404417142021354	9116	FALSE	FALSE	FALSE	FALSE	Other
Eastern	chr10_hap1_hsa12	94380001	94390000	0.0239877663086921	9591	FALSE	FALSE	FALSE	FALSE	Other
Eastern	chr10_hap1_hsa12	114660001	114670000	0.0201101287420505	8596	FALSE	FALSE	TRUE	FALSE	CenSat
Eastern	chr10_hap1_hsa12	138020001	138030000	0.0362709665461959	3597	FALSE	FALSE	FALSE	FALSE	Other
Eastern	chr10_hap1_hsa12	138280001	138290000	0.0340228186817696	8122	FALSE	FALSE	FALSE	FALSE	Other
Eastern	chr10_hap1_hsa12	138410001	138420000	0.0518518518518518	63	FALSE	FALSE	FALSE	FALSE	Other
Eastern	chr10_hap1_hsa12	139200001	139210000	0.0169939510049136	7517	FALSE	FALSE	FALSE	FALSE	Other
Western	chr10_hap1_hsa12	10001	20000	0.0680971977268273	81	FALSE	FALSE	TRUE	TRUE	CenSat
Western	chr10_hap1_hsa12	200001	210000	0.034515050167224	23	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	210001	220000	0.0545977011494252	24	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	1220001	1230000	0.022361863488624	71	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	1960001	1970000	0.0468728802062135	39	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	1970001	1980000	0.0978092900645395	76	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	2230001	2240000	0.113725490196078	15	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	2480001	2490000	0.0183908045977011	7	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	2490001	2500000	0.142309797482211	58	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	3990001	4000000	0.150446998722861	9	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	4000001	4010000	0.0540229885057471	18	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	4040001	4050000	0.0431673052362707	81	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	4090001	4100000	0.124614555750427	205	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	4100001	4110000	0.0576097157738372	536	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	4130001	4140000	0.0968752224357605	34	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	4140001	4150000	0.0526057359669679	103	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	4150001	4160000	0.10073145245559	11	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	4650001	4660000	0.0225977825685247	69	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	4680001	4690000	0.0320006790595025	51	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	4690001	4700000	0.066094896740058	124	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	4700001	4710000	0.100529100529101	18	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	5030001	5040000	0.0171047142261159	45	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	5090001	5100000	0.139653145208701	90	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	5100001	5110000	0.0868075476509211	166	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	5110001	5120000	0.0860670194003527	15	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	5140001	5150000	0.105975723622782	17	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	5150001	5160000	0.0483312983312983	26	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	5240001	5250000	0.0151515151515151	6	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	5600001	5610000	0.070339892665474	43	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	5610001	5620000	0.0807790549169859	36	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	5620001	5630000	0.116026974223231	37	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	6630001	6640000	0.0187771203155818	39	FALSE	FALSE	TRUE	FALSE	CenSat
Western	chr10_hap1_hsa12	6640001	6650000	0.0785347985347985	21	FALSE	FALSE	TRUE	FALSE	CenSat
