species,id,chrom,gaps,gapless_status,endLength,startLength,T_status,is_T2T,T2T_status,Sample,type,dataset,Assembler,p1,p2,HPRC_meta.Population,HPRC_PANPAN.color,hgdp_tgp_meta.Genetic.region,hgdp_tgp_meta.Study.region,SpeciesCode,hgdp_tgp_meta.Latitude,hgdp_tgp_meta.Longitude,Continent.colors,project_meta.sex,observations,Cell,Birth,Species_group
bonobo,PR00366.hap2,chr11_mat_hsa9,0,gapless,8074,13838,2T,TRUE,T2T,PR00366,hap2,PANPAN,verkko,Bonobo,AFR,Bonobo,#e9d7cb,AFR,Pan paniscus,Ppan,-2.36,21.55,#e9d7cb,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,captive,"Bonobo (n=5, 10 haplotypes)"
bonobo,PR00366.hap2,chr16_pat_hsa15,0,gapless,10043,6930,2T,TRUE,T2T,PR00366,hap2,PANPAN,verkko,Bonobo,AFR,Bonobo,#e9d7cb,AFR,Pan paniscus,Ppan,-2.36,21.55,#e9d7cb,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,captive,"Bonobo (n=5, 10 haplotypes)"
chimpanzee,PR01008.hap1,chr16_hap1_hsa15,0,gapless,9741,8968,2T,TRUE,T2T,PR01008,hap1,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01008.hap1,chr18_hap1_hsa16,0,gapless,4650,14635,2T,TRUE,T2T,PR01008,hap1,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01008.hap2,chr1_hap1_hsa1,0,gapless,11628,10789,2T,TRUE,T2T,PR01008,hap2,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01008.hap2,chr2_hap1_hsa3,0,gapless,1858,8438,2T,TRUE,T2T,PR01008,hap2,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01008.hap2,chr11_hap1_hsa9,0,gapless,7880,12217,2T,TRUE,T2T,PR01008,hap2,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01008.hap2,chr12_hap1_hsa2a,0,gapless,2320,8941,2T,TRUE,T2T,PR01008,hap2,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01008.hap2,chr16_hap1_hsa15,0,gapless,8672,4455,2T,TRUE,T2T,PR01008,hap2,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01008.hap2,chr21_hap1_hsa20,0,gapless,6173,4352,2T,TRUE,T2T,PR01008,hap2,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01010.hap1,chr6_hap1_hsa7,0,gapless,8473,6640,2T,TRUE,T2T,PR01010,hap1,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01010.hap1,chr9_hap1_hsa11,0,gapless,3477,11016,2T,TRUE,T2T,PR01010,hap1,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01010.hap1,chr10_hap1_hsa12,0,gapless,10458,7662,2T,TRUE,T2T,PR01010,hap1,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01010.hap1,chr11_hap1_hsa9,0,gapless,8744,13410,2T,TRUE,T2T,PR01010,hap1,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01010.hap1,chr12_hap1_hsa2a,0,gapless,12865,8305,2T,TRUE,T2T,PR01010,hap1,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01010.hap1,chr13_hap1_hsa2b,0,gapless,12806,5053,2T,TRUE,T2T,PR01010,hap1,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01010.hap1,chr20_hap1_hsa19,0,gapless,12536,9410,2T,TRUE,T2T,PR01010,hap1,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01010.hap1,chr21_hap1_hsa20,0,gapless,6166,5842,2T,TRUE,T2T,PR01010,hap1,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01010.hap2,chr1_hap1_hsa1,0,gapless,12795,5994,2T,TRUE,T2T,PR01010,hap2,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01010.hap2,chr9_hap1_hsa11,0,gapless,1515,9707,2T,TRUE,T2T,PR01010,hap2,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01010.hap2,chr11_hap1_hsa9,0,gapless,6892,10656,2T,TRUE,T2T,PR01010,hap2,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01010.hap2,chr12_hap1_hsa2a,0,gapless,5228,5781,2T,TRUE,T2T,PR01010,hap2,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01010.hap2,chr16_hap1_hsa15,0,gapless,9038,9249,2T,TRUE,T2T,PR01010,hap2,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01010.hap2,chr21_hap1_hsa20,0,gapless,2741,10851,2T,TRUE,T2T,PR01010,hap2,PANPAN,verkko,Eastern chimpanzee,AFR,Eastern chimpanzee,#ffb35a,AFR,Pan troglodytes schweinfurthii,Pts,3,30,#ffb35a,female,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01227.hap1,chr9_hap1_hsa11,0,gapless,7054,14774,2T,TRUE,T2T,PR01227,hap1,PANPAN,verkko,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01227.hap1,chr11_hap1_hsa9,0,gapless,12807,8475,2T,TRUE,T2T,PR01227,hap1,PANPAN,verkko,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01227.hap1,chr12_hap1_hsa2a,0,gapless,6841,5950,2T,TRUE,T2T,PR01227,hap1,PANPAN,verkko,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01227.hap1,chr13_hap1_hsa2b,0,gapless,10046,6397,2T,TRUE,T2T,PR01227,hap1,PANPAN,verkko,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01227.hap1,chr21_hap1_hsa20,0,gapless,9380,5584,2T,TRUE,T2T,PR01227,hap1,PANPAN,verkko,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01227.hap2,chr5_hap1_hsa6,0,gapless,4812,8188,2T,TRUE,T2T,PR01227,hap2,PANPAN,verkko,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01227.hap2,chr9_hap1_hsa11,0,gapless,10103,4874,2T,TRUE,T2T,PR01227,hap2,PANPAN,verkko,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01227.hap2,chr13_hap1_hsa2b,0,gapless,12350,9801,2T,TRUE,T2T,PR01227,hap2,PANPAN,verkko,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR01227.hap2,chr16_hap1_hsa15,0,gapless,9015,15293,2T,TRUE,T2T,PR01227,hap2,PANPAN,verkko,Western chimpanzee,AFR,Western chimpanzee,#9dced9,AFR,Pan troglodytes verus,Ptv,6,-9,#9dced9,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
