chrom,endLength,startLength,sample
chr13_hap1_hsa2b,0,0,PR00838.hap1
chr14_hap1_hsa13,10007,2609,PR00838.hap1
chr15_hap1_hsa14,0,0,PR00838.hap1
chr16_hap1_hsa15,3478,0,PR00838.hap1
chr17_hap1_hsa18,4947,0,PR00838.hap1
chr18_hap1_hsa16,0,0,PR00838.hap1
chr19_hap1_hsa17,0,6380,PR00838.hap1
chr20_hap1_hsa19,0,0,PR00838.hap1
chr21_hap1_hsa20,0,0,PR00838.hap1
chr22_hap1_hsa21,0,0,PR00838.hap1
chr23_hap1_hsa22,0,0,PR00838.hap1
chrX_hap1_hsaX,9701,6632,PR00838.hap1
chr1_hap1_hsa1,0,0,PR00115.hap1
chr2_hap1_hsa3,8353,0,PR00115.hap1
chr3_hap1_hsa4,0,0,PR00115.hap1
chr4_hap1_hsa5,0,0,PR00115.hap1
chr5_hap1_hsa6,0,0,PR00115.hap1
chr6_hap1_hsa7,0,0,PR00115.hap1
chr7_hap1_hsa8,16079,0,PR00115.hap1
chr8_hap1_hsa10,1291,0,PR00115.hap1
chr9_hap1_hsa11,1992,0,PR00115.hap1
chr10_hap1_hsa12,9530,0,PR00115.hap1
chr11_hap1_hsa9,0,8669,PR00115.hap1
chr12_hap1_hsa2a,0,0,PR00115.hap1
chr13_hap1_hsa2b,7589,0,PR00115.hap1
chr14_hap1_hsa13,8204,0,PR00115.hap1
chr15_hap1_hsa14,7131,0,PR00115.hap1
chr16_hap1_hsa15,0,0,PR00115.hap1
chr17_hap1_hsa18,0,0,PR00115.hap1
chr18_hap1_hsa16,0,0,PR00115.hap1
chr19_hap1_hsa17,0,0,PR00115.hap1
chr20_hap1_hsa19,8048,0,PR00115.hap1
chr21_hap1_hsa20,0,0,PR00115.hap1
chr22_hap1_hsa21,0,0,PR00115.hap1
chr23_hap1_hsa22,0,0,PR00115.hap1
chrX_hap1_hsaX,8733,1129,PR00115.hap1
chr1_hap1_hsa1,0,0,AG18357_3.hap2
chr2_hap1_hsa3,0,11605,AG18357_3.hap2
chr3_hap1_hsa4,0,6637,AG18357_3.hap2
chr4_hap1_hsa5,0,4202,AG18357_3.hap2
chr5_hap1_hsa6,0,2372,AG18357_3.hap2
chr6_hap1_hsa7,0,0,AG18357_3.hap2
chr7_hap1_hsa8,0,0,AG18357_3.hap2
chr8_hap1_hsa10,0,0,AG18357_3.hap2
chr9_hap1_hsa11,4628,0,AG18357_3.hap2
chr10_hap1_hsa12,5313,0,AG18357_3.hap2
chr11_hap1_hsa9,0,0,AG18357_3.hap2
chr12_hap1_hsa2a,6210,0,AG18357_3.hap2
chr13_hap1_hsa2b,8988,0,AG18357_3.hap2
chr14_hap1_hsa13,6193,0,AG18357_3.hap2
chr15_hap1_hsa14,0,0,AG18357_3.hap2
chr16_hap1_hsa15,0,0,AG18357_3.hap2
chr17_hap1_hsa18,0,3543,AG18357_3.hap2
chr18_hap1_hsa16,0,2259,AG18357_3.hap2
chr19_hap1_hsa17,4959,0,AG18357_3.hap2
chr20_hap1_hsa19,0,7757,AG18357_3.hap2
chr21_hap1_hsa20,0,0,AG18357_3.hap2
chr22_hap1_hsa21,2376,6505,AG18357_3.hap2
chr23_hap1_hsa22,0,0,AG18357_3.hap2
chrX_hap1_hsaX,2969,6165,AG18357_3.hap2
chr1_hap1_hsa1,0,0,AG18353_9.hap1
chr2_hap1_hsa3,0,0,AG18353_9.hap1
chr3_hap1_hsa4,0,10954,AG18353_9.hap1
chr4_hap1_hsa5,0,10366,AG18353_9.hap1
chr5_hap1_hsa6,0,0,AG18353_9.hap1
chr6_hap1_hsa7,0,0,AG18353_9.hap1
chr7_hap1_hsa8,0,3503,AG18353_9.hap1
chr8_hap1_hsa10,0,0,AG18353_9.hap1
chr9_hap1_hsa11,4354,0,AG18353_9.hap1
chr10_hap1_hsa12,3674,5953,AG18353_9.hap1
chr11_hap1_hsa9,1827,0,AG18353_9.hap1
chr12_hap1_hsa2a,5657,0,AG18353_9.hap1
chr13_hap1_hsa2b,0,0,AG18353_9.hap1
chr14_hap1_hsa13,0,0,AG18353_9.hap1
chr15_hap1_hsa14,0,0,AG18353_9.hap1
chr16_hap1_hsa15,0,0,AG18353_9.hap1
chr17_hap1_hsa18,2225,0,AG18353_9.hap1
chr18_hap1_hsa16,8007,0,AG18353_9.hap1
chr19_hap1_hsa17,0,8808,AG18353_9.hap1
chr20_hap1_hsa19,3220,0,AG18353_9.hap1
chr21_hap1_hsa20,5438,0,AG18353_9.hap1
chr22_hap1_hsa21,3407,11134,AG18353_9.hap1
chr23_hap1_hsa22,0,0,AG18353_9.hap1
chrX_hap1_hsaX,7637,3625,AG18353_9.hap1
chr1_hap1_hsa1,0,17968,PR00512.hap1
chr2_hap1_hsa3,0,0,PR00512.hap1
chr3_hap1_hsa4,0,7567,PR00512.hap1
chr4_hap1_hsa5,0,0,PR00512.hap1
chr5_hap1_hsa6,0,0,PR00512.hap1
chr6_hap1_hsa7,0,0,PR00512.hap1
chr7_hap1_hsa8,0,0,PR00512.hap1
chr8_hap1_hsa10,0,0,PR00512.hap1
chr9_hap1_hsa11,0,0,PR00512.hap1
chr10_hap1_hsa12,7407,0,PR00512.hap1
chr11_hap1_hsa9,0,7869,PR00512.hap1
chr12_hap1_hsa2a,9250,0,PR00512.hap1
chr13_hap1_hsa2b,4454,0,PR00512.hap1
chr14_hap1_hsa13,0,0,PR00512.hap1
chr15_hap1_hsa14,0,0,PR00512.hap1
chr16_hap1_hsa15,8507,0,PR00512.hap1
chr17_hap1_hsa18,5739,0,PR00512.hap1
chr18_hap1_hsa16,0,0,PR00512.hap1
chr19_hap1_hsa17,0,0,PR00512.hap1
chr20_hap1_hsa19,0,0,PR00512.hap1
chr21_hap1_hsa20,3002,0,PR00512.hap1
chr22_hap1_hsa21,0,0,PR00512.hap1
chr23_hap1_hsa22,0,0,PR00512.hap1
chrX_hap1_hsaX,0,0,PR00512.hap1
chr1_hap1_hsa1,0,0,AG18359_7.hap2
chr2_hap1_hsa3,0,0,AG18359_7.hap2
chr3_hap1_hsa4,0,0,AG18359_7.hap2
chr4_hap1_hsa5,5086,0,AG18359_7.hap2
chr5_hap1_hsa6,0,10407,AG18359_7.hap2
chr6_hap1_hsa7,0,0,AG18359_7.hap2
chr7_hap1_hsa8,0,8569,AG18359_7.hap2
chr8_hap1_hsa10,0,1048,AG18359_7.hap2
chr9_hap1_hsa11,10727,3412,AG18359_7.hap2
chr10_hap1_hsa12,0,9634,AG18359_7.hap2
chr11_hap1_hsa9,7472,0,AG18359_7.hap2
chr12_hap1_hsa2a,6732,0,AG18359_7.hap2
chr13_hap1_hsa2b,7230,0,AG18359_7.hap2
chr14_hap1_hsa13,0,4162,AG18359_7.hap2
chr15_hap1_hsa14,0,0,AG18359_7.hap2
chr16_hap1_hsa15,2335,0,AG18359_7.hap2
chr17_hap1_hsa18,0,0,AG18359_7.hap2
chr18_hap1_hsa16,5325,0,AG18359_7.hap2
chr19_hap1_hsa17,4804,0,AG18359_7.hap2
chr20_hap1_hsa19,0,0,AG18359_7.hap2
chr21_hap1_hsa20,0,3620,AG18359_7.hap2
chr22_hap1_hsa21,1881,0,AG18359_7.hap2
chr23_hap1_hsa22,8909,0,AG18359_7.hap2
chrX_hap1_hsaX,0,5280,AG18359_7.hap2
chr1_hap1_hsa1,0,0,AG06939_13.hap2
chr2_hap1_hsa3,0,3865,AG06939_13.hap2
chr3_hap1_hsa4,0,0,AG06939_13.hap2
chr4_hap1_hsa5,0,10961,AG06939_13.hap2
chr5_hap1_hsa6,0,0,AG06939_13.hap2
chr6_hap1_hsa7,0,3337,AG06939_13.hap2
chr7_hap1_hsa8,9785,2882,AG06939_13.hap2
chr8_hap1_hsa10,0,0,AG06939_13.hap2
chr9_hap1_hsa11,0,710,AG06939_13.hap2
chr10_hap1_hsa12,1487,5658,AG06939_13.hap2
chr11_hap1_hsa9,2044,0,AG06939_13.hap2
chr12_hap1_hsa2a,4094,0,AG06939_13.hap2
chr13_hap1_hsa2b,11829,0,AG06939_13.hap2
chr14_hap1_hsa13,0,2794,AG06939_13.hap2
chr15_hap1_hsa14,1435,0,AG06939_13.hap2
chr16_hap1_hsa15,3120,2266,AG06939_13.hap2
chr17_hap1_hsa18,5944,0,AG06939_13.hap2
chr18_hap1_hsa16,11193,0,AG06939_13.hap2
chr19_hap1_hsa17,0,0,AG06939_13.hap2
chr20_hap1_hsa19,12010,0,AG06939_13.hap2
chr21_hap1_hsa20,0,0,AG06939_13.hap2
chr22_hap1_hsa21,1452,4917,AG06939_13.hap2
chr23_hap1_hsa22,0,0,AG06939_13.hap2
chrX_hap1_hsaX,0,0,AG06939_13.hap2
chr1_hap1_hsa1,3794,0,PR01223.hap2
chr2_hap1_hsa3,0,0,PR01223.hap2
chr3_hap1_hsa4,0,2287,PR01223.hap2
chr4_hap1_hsa5,0,0,PR01223.hap2
chr5_hap1_hsa6,0,0,PR01223.hap2
chr6_hap1_hsa7,5155,0,PR01223.hap2
chr7_hap1_hsa8,3793,10200,PR01223.hap2
chr8_hap1_hsa10,0,0,PR01223.hap2
chr9_hap1_hsa11,0,3717,PR01223.hap2
chr10_hap1_hsa12,0,0,PR01223.hap2
chr11_hap1_hsa9,1387,6997,PR01223.hap2
chr12_hap1_hsa2a,0,12974,PR01223.hap2
chr13_hap1_hsa2b,0,0,PR01223.hap2
chr14_hap1_hsa13,0,0,PR01223.hap2
chr15_hap1_hsa14,2992,0,PR01223.hap2
chr16_hap1_hsa15,0,0,PR01223.hap2
chr17_hap1_hsa18,4547,3746,PR01223.hap2
chr18_hap1_hsa16,8342,0,PR01223.hap2
chr19_hap1_hsa17,5632,0,PR01223.hap2
chr20_hap1_hsa19,0,0,PR01223.hap2
chr21_hap1_hsa20,9346,0,PR01223.hap2
chr22_hap1_hsa21,3536,0,PR01223.hap2
chr23_hap1_hsa22,0,0,PR01223.hap2
chrX_hap1_hsaX,0,0,PR01223.hap2
chr1_hap1_hsa1,11628,10789,PR01008.hap2
chr2_hap1_hsa3,1858,8438,PR01008.hap2
chr3_hap1_hsa4,12402,9349,PR01008.hap2
chr4_hap1_hsa5,2134,9973,PR01008.hap2
chr5_hap1_hsa6,6124,0,PR01008.hap2
chr6_hap1_hsa7,12903,3101,PR01008.hap2
chr7_hap1_hsa8,5817,10848,PR01008.hap2
chr8_hap1_hsa10,0,5858,PR01008.hap2
chr9_hap1_hsa11,8843,10570,PR01008.hap2
chr10_hap1_hsa12,7889,0,PR01008.hap2
chr11_hap1_hsa9,7880,12217,PR01008.hap2
chr12_hap1_hsa2a,2320,8941,PR01008.hap2
chr13_hap1_hsa2b,12944,6315,PR01008.hap2
chr14_hap1_hsa13,12988,0,PR01008.hap2
chr15_hap1_hsa14,14901,8319,PR01008.hap2
chr16_hap1_hsa15,8672,4455,PR01008.hap2
chr17_hap1_hsa18,0,0,PR01008.hap2
chr18_hap1_hsa16,3974,0,PR01008.hap2
chr19_hap1_hsa17,14459,4439,PR01008.hap2
chr20_hap1_hsa19,8628,4913,PR01008.hap2
chr21_hap1_hsa20,6173,4352,PR01008.hap2
chr22_hap1_hsa21,0,0,PR01008.hap2
chr23_hap1_hsa22,5622,0,PR01008.hap2
chrX_hap1_hsaX,13352,7113,PR01008.hap2
chr1_hap1_hsa1,0,0,AG18359_7.hap1
chr2_hap1_hsa3,0,0,AG18359_7.hap1
chr3_hap1_hsa4,0,0,AG18359_7.hap1
chr4_hap1_hsa5,0,0,AG18359_7.hap1
chr5_hap1_hsa6,0,0,AG18359_7.hap1
chr6_hap1_hsa7,0,0,AG18359_7.hap1
chr7_hap1_hsa8,0,0,AG18359_7.hap1
chr8_hap1_hsa10,0,0,AG18359_7.hap1
chr9_hap1_hsa11,4411,0,AG18359_7.hap1
chr10_hap1_hsa12,1940,0,AG18359_7.hap1
chr11_hap1_hsa9,0,5723,AG18359_7.hap1
chr12_hap1_hsa2a,9781,0,AG18359_7.hap1
chr13_hap1_hsa2b,7230,3657,AG18359_7.hap1
chr14_hap1_hsa13,2640,3921,AG18359_7.hap1
chr15_hap1_hsa14,5662,0,AG18359_7.hap1
chr16_hap1_hsa15,3604,0,AG18359_7.hap1
chr17_hap1_hsa18,0,1131,AG18359_7.hap1
chr18_hap1_hsa16,0,0,AG18359_7.hap1
chr19_hap1_hsa17,0,0,AG18359_7.hap1
chr20_hap1_hsa19,0,0,AG18359_7.hap1
chr21_hap1_hsa20,0,0,AG18359_7.hap1
chr22_hap1_hsa21,0,0,AG18359_7.hap1
chr23_hap1_hsa22,0,0,AG18359_7.hap1
chrX_hap1_hsaX,6135,0,AG18359_7.hap1
chr1_hap1_hsa1,0,5927,PR01228.hap2
chr2_hap1_hsa3,8427,0,PR01228.hap2
chr3_hap1_hsa4,0,3202,PR01228.hap2
chr4_hap1_hsa5,0,0,PR01228.hap2
chr5_hap1_hsa6,8477,0,PR01228.hap2
chr6_hap1_hsa7,0,0,PR01228.hap2
chr7_hap1_hsa8,0,7344,PR01228.hap2
chr8_hap1_hsa10,0,9360,PR01228.hap2
chr9_hap1_hsa11,0,0,PR01228.hap2
chr10_hap1_hsa12,5995,0,PR01228.hap2
chr11_hap1_hsa9,0,0,PR01228.hap2
chr12_hap1_hsa2a,10229,0,PR01228.hap2
chr13_hap1_hsa2b,5017,0,PR01228.hap2
chr14_hap1_hsa13,0,0,PR01228.hap2
chr15_hap1_hsa14,9160,0,PR01228.hap2
chr16_hap1_hsa15,0,0,PR01228.hap2
chr17_hap1_hsa18,470,0,PR01228.hap2
chr18_hap1_hsa16,12149,0,PR01228.hap2
chr19_hap1_hsa17,0,0,PR01228.hap2
chr20_hap1_hsa19,0,0,PR01228.hap2
chr21_hap1_hsa20,7139,0,PR01228.hap2
chr22_hap1_hsa21,4060,0,PR01228.hap2
chr23_hap1_hsa22,0,0,PR01228.hap2
chrX_hap1_hsaX,6906,13907,PR01228.hap2
chr1_hap1_hsa1,0,8424,AG18354_5.hap2
chr2_hap1_hsa3,5903,0,AG18354_5.hap2
chr3_hap1_hsa4,0,0,AG18354_5.hap2
chr4_hap1_hsa5,7865,0,AG18354_5.hap2
chr5_hap1_hsa6,0,6657,AG18354_5.hap2
chr6_hap1_hsa7,0,0,AG18354_5.hap2
chr7_hap1_hsa8,3228,0,AG18354_5.hap2
chr8_hap1_hsa10,9166,0,AG18354_5.hap2
chr9_hap1_hsa11,0,0,AG18354_5.hap2
chr10_hap1_hsa12,10611,5274,AG18354_5.hap2
chr11_hap1_hsa9,0,0,AG18354_5.hap2
chr12_hap1_hsa2a,3886,0,AG18354_5.hap2
chr13_hap1_hsa2b,0,8370,AG18354_5.hap2
chr14_hap1_hsa13,0,0,AG18354_5.hap2
chr15_hap1_hsa14,0,8574,AG18354_5.hap2
chr16_hap1_hsa15,0,0,AG18354_5.hap2
chr17_hap1_hsa18,5569,0,AG18354_5.hap2
chr18_hap1_hsa16,0,0,AG18354_5.hap2
chr19_hap1_hsa17,7878,0,AG18354_5.hap2
chr20_hap1_hsa19,0,0,AG18354_5.hap2
chr21_hap1_hsa20,0,0,AG18354_5.hap2
chr22_hap1_hsa21,3129,0,AG18354_5.hap2
chr23_hap1_hsa22,7135,0,AG18354_5.hap2
chrX_hap1_hsaX,0,0,AG18354_5.hap2
chr1_hap1_hsa1,0,0,AG18354_5.hap1
chr2_hap1_hsa3,0,0,AG18354_5.hap1
chr3_hap1_hsa4,0,0,AG18354_5.hap1
chr4_hap1_hsa5,0,12910,AG18354_5.hap1
chr5_hap1_hsa6,4963,0,AG18354_5.hap1
chr6_hap1_hsa7,2582,0,AG18354_5.hap1
chr7_hap1_hsa8,3228,0,AG18354_5.hap1
chr8_hap1_hsa10,0,0,AG18354_5.hap1
chr9_hap1_hsa11,0,0,AG18354_5.hap1
chr10_hap1_hsa12,0,2594,AG18354_5.hap1
chr11_hap1_hsa9,2119,0,AG18354_5.hap1
chr12_hap1_hsa2a,4643,6342,AG18354_5.hap1
chr13_hap1_hsa2b,3279,0,AG18354_5.hap1
chr14_hap1_hsa13,2234,12507,AG18354_5.hap1
chr15_hap1_hsa14,0,0,AG18354_5.hap1
chr16_hap1_hsa15,0,2932,AG18354_5.hap1
chr17_hap1_hsa18,0,0,AG18354_5.hap1
chr18_hap1_hsa16,0,0,AG18354_5.hap1
chr19_hap1_hsa17,0,0,AG18354_5.hap1
chr20_hap1_hsa19,13990,0,AG18354_5.hap1
chr21_hap1_hsa20,0,0,AG18354_5.hap1
chr22_hap1_hsa21,5410,0,AG18354_5.hap1
chr23_hap1_hsa22,7135,0,AG18354_5.hap1
chrX_hap1_hsaX,0,3211,AG18354_5.hap1
chr1_hap1_hsa1,0,0,AG18361_10.hap2
chr2_hap1_hsa3,0,0,AG18361_10.hap2
chr3_hap1_hsa4,0,0,AG18361_10.hap2
chr4_hap1_hsa5,0,0,AG18361_10.hap2
chr5_hap1_hsa6,1635,0,AG18361_10.hap2
chr6_hap1_hsa7,0,0,AG18361_10.hap2
chr7_hap1_hsa8,0,0,AG18361_10.hap2
chr8_hap1_hsa10,0,2767,AG18361_10.hap2
chr9_hap1_hsa11,6365,0,AG18361_10.hap2
chr10_hap1_hsa12,1162,0,AG18361_10.hap2
chr11_hap1_hsa9,0,0,AG18361_10.hap2
chr12_hap1_hsa2a,4315,0,AG18361_10.hap2
chr13_hap1_hsa2b,3113,0,AG18361_10.hap2
chr14_hap1_hsa13,0,0,AG18361_10.hap2
chr15_hap1_hsa14,0,0,AG18361_10.hap2
chr16_hap1_hsa15,3252,0,AG18361_10.hap2
chr17_hap1_hsa18,0,0,AG18361_10.hap2
chr18_hap1_hsa16,0,0,AG18361_10.hap2
chr19_hap1_hsa17,0,0,AG18361_10.hap2
chr20_hap1_hsa19,4786,3549,AG18361_10.hap2
chr21_hap1_hsa20,0,0,AG18361_10.hap2
chr22_hap1_hsa21,0,3572,AG18361_10.hap2
chr23_hap1_hsa22,0,0,AG18361_10.hap2
chrX_hap1_hsaX,0,0,AG18361_10.hap2
chr1_hap1_hsa1,9533,0,AG18358_4.hap1
chr2_hap1_hsa3,7915,5530,AG18358_4.hap1
chr3_hap1_hsa4,0,5825,AG18358_4.hap1
chr4_hap1_hsa5,0,1631,AG18358_4.hap1
chr5_hap1_hsa6,0,0,AG18358_4.hap1
chr6_hap1_hsa7,0,0,AG18358_4.hap1
chr7_hap1_hsa8,0,6776,AG18358_4.hap1
chr8_hap1_hsa10,0,0,AG18358_4.hap1
chr9_hap1_hsa11,7521,0,AG18358_4.hap1
chr10_hap1_hsa12,693,0,AG18358_4.hap1
chr11_hap1_hsa9,8778,11980,AG18358_4.hap1
chr12_hap1_hsa2a,8560,0,AG18358_4.hap1
chr13_hap1_hsa2b,10266,0,AG18358_4.hap1
chr14_hap1_hsa13,0,0,AG18358_4.hap1
chr15_hap1_hsa14,0,0,AG18358_4.hap1
chr16_hap1_hsa15,0,0,AG18358_4.hap1
chr17_hap1_hsa18,3277,4555,AG18358_4.hap1
chr18_hap1_hsa16,4827,0,AG18358_4.hap1
chr19_hap1_hsa17,5111,0,AG18358_4.hap1
chr20_hap1_hsa19,3280,0,AG18358_4.hap1
chr21_hap1_hsa20,0,3138,AG18358_4.hap1
chr22_hap1_hsa21,0,8832,AG18358_4.hap1
chr23_hap1_hsa22,6614,0,AG18358_4.hap1
chrX_hap1_hsaX,0,0,AG18358_4.hap1
chr1_hap1_hsa1,0,0,PR01225.hap1
chr2_hap1_hsa3,0,0,PR01225.hap1
chr3_hap1_hsa4,0,5473,PR01225.hap1
chr4_hap1_hsa5,0,0,PR01225.hap1
chr5_hap1_hsa6,0,0,PR01225.hap1
chr6_hap1_hsa7,0,0,PR01225.hap1
chr7_hap1_hsa8,0,2960,PR01225.hap1
chr8_hap1_hsa10,0,8908,PR01225.hap1
chr9_hap1_hsa11,12302,0,PR01225.hap1
chr10_hap1_hsa12,7129,0,PR01225.hap1
chr11_hap1_hsa9,0,0,PR01225.hap1
chr12_hap1_hsa2a,4924,0,PR01225.hap1
chr13_hap1_hsa2b,0,0,PR01225.hap1
chr14_hap1_hsa13,8329,0,PR01225.hap1
chr15_hap1_hsa14,0,0,PR01225.hap1
chr16_hap1_hsa15,5177,0,PR01225.hap1
chr17_hap1_hsa18,10496,9333,PR01225.hap1
chr18_hap1_hsa16,0,0,PR01225.hap1
chr19_hap1_hsa17,0,0,PR01225.hap1
chr20_hap1_hsa19,0,787,PR01225.hap1
chr21_hap1_hsa20,2117,0,PR01225.hap1
chr22_hap1_hsa21,0,0,PR01225.hap1
chr23_hap1_hsa22,0,0,PR01225.hap1
chrX_hap1_hsaX,6641,4543,PR01225.hap1
chr1_hap1_hsa1,0,0,AG18356_6.hap2
chr2_hap1_hsa3,6689,8353,AG18356_6.hap2
chr3_hap1_hsa4,0,8599,AG18356_6.hap2
chr4_hap1_hsa5,0,0,AG18356_6.hap2
chr5_hap1_hsa6,12878,5607,AG18356_6.hap2
chr6_hap1_hsa7,8040,0,AG18356_6.hap2
chr7_hap1_hsa8,0,0,AG18356_6.hap2
chr8_hap1_hsa10,0,0,AG18356_6.hap2
chr9_hap1_hsa11,9424,0,AG18356_6.hap2
chr10_hap1_hsa12,0,0,AG18356_6.hap2
chr11_hap1_hsa9,0,0,AG18356_6.hap2
chr12_hap1_hsa2a,4156,0,AG18356_6.hap2
chr13_hap1_hsa2b,3364,0,AG18356_6.hap2
chr14_hap1_hsa13,0,0,AG18356_6.hap2
chr15_hap1_hsa14,0,0,AG18356_6.hap2
chr16_hap1_hsa15,3354,0,AG18356_6.hap2
chr17_hap1_hsa18,4124,711,AG18356_6.hap2
chr18_hap1_hsa16,0,0,AG18356_6.hap2
chr19_hap1_hsa17,0,0,AG18356_6.hap2
chr20_hap1_hsa19,0,0,AG18356_6.hap2
chr21_hap1_hsa20,0,0,AG18356_6.hap2
chr22_hap1_hsa21,0,5107,AG18356_6.hap2
chr23_hap1_hsa22,0,0,AG18356_6.hap2
chrX_hap1_hsaX,0,0,AG18356_6.hap2
chr1_hap1_hsa1,0,1699,PR00834.hap2
chr2_hap1_hsa3,0,9455,PR00834.hap2
chr3_hap1_hsa4,0,6455,PR00834.hap2
chr4_hap1_hsa5,0,0,PR00834.hap2
chr5_hap1_hsa6,3518,0,PR00834.hap2
chr6_hap1_hsa7,0,6181,PR00834.hap2
chr7_hap1_hsa8,6577,0,PR00834.hap2
chr8_hap1_hsa10,0,0,PR00834.hap2
chr9_hap1_hsa11,0,0,PR00834.hap2
chr10_hap1_hsa12,0,0,PR00834.hap2
chr11_hap1_hsa9,2506,1757,PR00834.hap2
chr12_hap1_hsa2a,0,0,PR00834.hap2
chr13_hap1_hsa2b,3700,1677,PR00834.hap2
chr14_hap1_hsa13,0,0,PR00834.hap2
chr15_hap1_hsa14,0,0,PR00834.hap2
chr16_hap1_hsa15,4247,0,PR00834.hap2
chr17_hap1_hsa18,13158,0,PR00834.hap2
chr18_hap1_hsa16,0,7631,PR00834.hap2
chr19_hap1_hsa17,0,0,PR00834.hap2
chr20_hap1_hsa19,3502,0,PR00834.hap2
chr21_hap1_hsa20,0,0,PR00834.hap2
chr22_hap1_hsa21,0,0,PR00834.hap2
